question,options,answer,solution
 Q.583. Which of the following British officers issued the infamous ‘crawling order’ whereby Indians had to crawl on all fours to pass an alley? SSC CGL 21/04/2022(Afternoon) ,"['(a) General Dyer ', '(b) Warren Hastings ', '(c) Lord Irwin ', '(d) Lord Curzon ']",(a) General Dyer ,Sol.583.(a) General Dyer . He was responsible for the Jallianwala Bagh massacre in Amritsar.
 Q.584. Which of the following Viceroys of India addressed the Bengal famine of 1943 by ordering the army to distribute relief supplies to the starving rural Bengalis? SSC CGL 05/03/2020 (Evening) ,"['(a) Lord Wavell ', '(b) Lord Mountbatten ', '(c) Lord Willington ', '(d) Lord Linlithgow ']",(d) Lord Linlithgow ,"Sol.584.(d) Lord Linlithgow was the viceroy of India during the Bengal famine 1943. It is believed that the Bengal famine of 1943 which is estimated to have killed up t o three million people was not caused by drought but i nstead was a result of a ""complete policy f ailure"" of t he then-British Prime Minister Winston Churchill. British Acts and Policies"
 Q.585. Match the following Acts/Policies with the respective years in which they were put into place. Acts/Policies Year A. Pitt’s India Act 1. 1784 B. Permanent Settlement of 2. 1793 Bengal C. Introduction of the 3. 1798 Subsidiary Alliance System D. Abolition of Sati 4. 1829 SSC CHSL Tier II 10/01/2024 ,"['(a) A – 4, B – 3, C – 2, D - 1 ', '(b) A – 2, B - 1, C – 4, D – 3 ', '(c) A - 2, B - 1, C - 3, D- 4 ', '(d) A – 1, B – 2, C – 3, D – 4 ']","(d) A – 1, B – 2, C – 3, D – 4 ","Sol.585.(d) Major acts/policies with respective year during British rule : Regulating Act (1773), Pitt's India Act (1784), The act of good governance (1858), The Prevention of seditious meetings Act (1907), The Explosives Substances Act (1908), Rowlatt Act (1919), Permanent settlement (1793), Cornwallis Code (1793)."
 Q.586. Which of the following Acts is also known as Morley-Minto Reforms? SSC Stenographer 12/10/2023 (Morning) ,"['(a) Indian Councils Act, 1909 ', '(b) Government of India Act, 1935 ', '(c) Government of India Act, 1919 ', '(d) Indian Councils Act, 1892 ']","(a) Indian Councils Act, 1909 ","Sol.586.(a) Indian C ouncils Act, 1909. Features of the Act: Morley-Minto Reforms (Lord Morley was the then Secretary of State for India and Lord Minto was the then Viceroy of India). It introduced separate electorates on the basis of religion. It was instituted to placate the Moderates (Congress). Lord Minto - Father of the Communal Electorate in India. Satyendra P Sinha was appointed the first Indian member of the Viceroy’s Executive Council."
" Q.587. The Provincial elections were held for the first time in _______ under the Government of India Act, 1935. SSC Stenographer 12/10/2023 (Evening) ","['(a) 1935 ', '(b) 1937 ', '(c) 1936 ', '(d) 1938 ']",(b) 1937 ,"Sol.587.(b) 1937, Indian provincial elections: Elections were held in eleven provinces - Madras, Central Provinces, Bihar, Orissa, the United Provinces, the Bombay Presidency, Assam, the North-West Frontier Province, Bengal, Punjab and Sind. The Indian National Congress (INC) won t he majority of s eats in the provincial elections, and formed governments in seven provinces. Government of India Act, 1935 : It provided for the establishment of all Indian federations consisting of provinces and princely states as units. A feature of the Act - Bicameral legislature."
" Q.588. Which of the following Acts, enacted by the British Parliament, provided for the establishment of a Law Commission for the consolidation and codification of Indian Laws? SSC CPO 03/10/2023 (Evening) ","['(a) Charter Act, 1833 ', '(b) Indian Council Act, 1909 ', '(c) Government of India Act, 1919 ', '(d) Charter Act, 1813 ']","(a) Charter Act, 1833 ","Sol.588.(a) Charter Act, 1833. Indian Council Act, 1909 (Morley-Minto Reforms) - The legislative councils at the Centre and the provinces increased in size from 16 to 60 Members. Government of India Act, 1 919 discarded the 'dyarchy’ system at the provincial level and allowed for the emergence of popularly elected provincial legislatures. The Charter Act, 1 813 - It ended the trade monopoly of the East India Company in India except for trade in tea and trade with China. It asserted the sovereignty of the British Crown over the Indian territories held by the Company."
" Q.589. Under the Regulating Act of 1 773, the King-in-Council created a Supreme Court in which of the following places? SSC CPO 04/10/2023 (Evening) ","['(a) Madras ', '(b) Bombay ', '(c) Calcutta ', '(d) Delhi ']",(c) Calcutta ,"Sol.589.(c) Calcutta. Regulating Act 1773 - It was passed by the British Parliament to control the territories of t he East India Company majorly in Bengal. The act provided for the appointment of a Governor-General along with four Councillors in the Presidency of Fort William (Calcutta), jointly called the Governor-General in Council. As per this, Warren Hastings was appointed as the Governor-General of the Presidency of Fort William (Bengal)."
" Q.590. Which of the following terms indicates a system/arrangement implemented in Bengal by Lord Cornwallis, under which zamindars were granted legal ownership of land for receiving a certain revenue by a certain date? SSC CPO 05/10/2023 (Morning) ","['(a) Talukdari system ', '(b) Rayatwari system ', '(c) Mahalwari system ', '(d) permanent settlement ']",(d) permanent settlement ,"Sol.590.(d) Permanent settlement - It is also known as the Zamindari System. It was introduced by the East India Company headed by the Governor -General Lord Cornwallis in 1793, and implemented in Bengal, Bihar and Odisha. Mahalwari system - Holt Mackenzie (1822). Ryotwari system - Alexander Read and Thomas Munro (1820)."
 Q.591. The Arms Act was passed in _____ that prevented Indians from keeping arms without an appropriate license. SSC CPO 05/10/2023 (Evening) ,"['(a) 1878 ', '(b) 1897 ', '(c) 1912 ', '(d) 1909 ']",(a) 1878 ,"Sol.591.(a) 1878. The Arms Act was enacted to regulate the manufacture and sale of guns in the country. Only Europeans were allowed to carry arms without a licence. It was enacted during the tenure of Viceroy Lytton. Vernacular Press Act (1878) - Proposed by Lord Lytton and this act allowed the government to confiscate the assets of newspapers including their printing presses if the newspapers published anything that was found “objectionable”. Q.592 . In which year were the Arms Act and Vernacular Press Act passed? SSC MTS 08/09/2023 (2nd Shift) (a) 1878 (b) 1879 (c) 1877 (d) 1876 Sol.592.(a) 1878. The Vernacular Press Act - The Act allowed the government to confiscate the assets of newspapers including their printing presses if the newspapers published anything that was found “objectionable”. It was r epealed by Lord Ripon in 1881. The Arms Act - It restricts Indian access to firearms by asking them to procure licenses whereas the British and Anglo-Indians are exempted from it. Vernacular Press Act and Arms Act, both enacted by Viceroy Lord Lytton ."
 Q.593. When was the Defence of India Act enacted? SSC MTS 12/09/2023 (2nd Shift) ,"['(a) 1920 ', '(b) 1918 ', '(c) 1915 ', '(d) 1921 ']",(c) 1915 ,Sol.593.(c) 1915. The Defence of India Act (1915) - It was an emergency law that gave the British government in India wide powers to suppress dissent and maintain public order during World War I. It was passed by the then Governor General of India Lord Hardinge.
 Q.594. Under which Act was the rule of British Crown established over India? SSC MTS 14/09/2023 (1st Shift) ,"['(a) Government of India Act 1833 ', '(b) Charter Act of 1813 ', '(c) Regulating Act of 1773 ', '(d) Government of India Act 1858 ']",(d) Government of India Act 1858 ,Sol.594.(d) Government of India Act 1858. Provisions - East India Company was liquidated. The Court of Directors and the Board of Control were scrapped. The Viceroy was to be assisted with an Executive Council. Made India a direct British colony. Abolished the dual government of the Pitt’s India Act. E nded the doctrine of lapse. First viceroy of India - Lord Canning
 Q.595. Which Act declared that British rule in India would end by 30 June 1948? SSC CHSL 09/08/2023 (2nd shift) ,"['(a) Act of 1858 ', '(b) Act of 1947 ', '(c) Act of 1892 ', '(d) Act of 1961 ']",(b) Act of 1947 ,"Sol.595.(b) Act of 1947. The Indian Independence Act 1947 was an Act of Parliament of the United Kingdom that granted independence to British India. The Act was passed on July 18, 1947, and came i nto effect on August 15, 1947. The Act divided British India into two independent dominions, India and Pakistan."
 Q.596. In India which Act divided the powers between the Central and units in terms of three lists? SSC CHSL 09/08/2023 (3rd shift) ,"['(a) 1862 ', '(b) 1919 ', '(c) 1909 ', '(d) 1935 ']",(d) 1935 ,"Sol.596.(d) 1935. Government of India Act, 1935 : Contain three lists, Federal List (for Centre containing 59 items), Provincial List (for provinces containing 54 items) and the Concurrent List (for both containing 36 items). The seventh schedule (Article 246) deals with the division of powers between the union and the states."
 Q.597. From which places did Lord Cornwallis start the permanent settlement system? SSC CHSL 10/08/2023 (3rd shift) ,"['(a) Bengal and Bihar ', '(b) Madras and Bihar ', '(c) Bombay and Bihar ', '(d) Bengal and Madras ']",(a) Bengal and Bihar ,"Sol.597.(a) Bengal and Bihar. Provision of Permanent Settlement (Introduced in 1793 AD) - The owners of the land were known as landlords or Zamindars, Hereditary rights of succession of the lands under them were granted to them, The sum which the landlords had to pay was fixed, The Zamindars could sell or transfer the land as they wished. Other Settlements Related to Agriculture - Ryotwari System (Sir Thomas Munro, 1820), Mahalwari System (Holt Mackenzie, 1822). Q.598 . In which of the following years did the East India Company abolish the diarchy system of Bengal? SSC CHSL 11/08/2023 (1st shift) (a) 1772 (b) 1765 (c) 1757 (d) 1779 Sol.598.(a) 1772 . The system of Dual Government: Introduced in Bengal by Robert Clive of British East India Company. It lasted from 1765 to 1772. Under this system, the administration of Bengal was divided into Nizamat and Diwani. The Diwani was carried out by the company and the Nizamat by the Nizam."
" Q.599. Ryotwari system of revenue collection in India, introduced by the British, was based on the_______. SSC CGL 14/07/2023 (1st shift) ","[""(a) Smith's theory of rent "", '(b) Ricardian theory of rent ', '(c) Malthusian theory of rent ', ""(d) Marx's theory of rent ""]",(b) Ricardian theory of rent ,Sol.599.(b) Ricardian theory of rent - The land of higher fertility gets higher rent than less fertile land. Ryotwari System - The peasants or cultivators were regarded as the owners of t he land. The cultivators had to pay annual taxes directly to the government. Introduced by Thomas Munro and Alexander Read in 1820 in the Madras and Bombay presidency. Mahalwari system - The land revenue was collected from the farmers by the village headmen on behalf of the whole village. Introduced by - Holt Mackenzie in 1822 in areas of Uttar Pradesh.
 Q.600. When was the Secretary of State for India made responsible for the Government of British India by bringing about changes in the Home Government? SSC CGL 14/07/2023 (3rd shift) ,"['(a) 1858 ', '(b) 1833 ', '(c) 1857 ', '(d) 1813 ']",(a) 1858 ,Sol.600.(a) 1858. Charter Act 1858 - The term Governor General changed to Viceroy for the British crown. The first viceroy was L ord C anning. The act e nded ‘The Doctrine of L apse’. It ended the Dual government scheme initiated due to Pitt’s India Act. Charter Act of 1833 - It made the Governor-General of Bengal as the Governor-General of India. Lord William Bentinck - The first governor -general of India.
" Q.601. The rule of the English East India company was ended in British India under the Government of India Act, _______. SSC CGL 18/07/2023 (4th shift) ","['(a) 1858 ', '(b) 1857 ', '(c) 1859 ', '(d) 1856 ']",(a) 1858 ,Sol.601.(a) 1858. Government of India Act 1858 (Good governance Act) - India became a direct British colony through the passage of this act; A viceroy would be appointed who would serve as the representative of the British crown (First Viceroy - Lord Canning).
 Q.602. The Cabinet Mission came to India in _________ to discuss the ultimate transfer of power. SSC CGL 20/07/2023 (2nd shift) ,"['(a) 1946 ', '(b) 1945 ', '(c) 1943 ', '(d) 1942 ']",(a) 1946 ,"Sol.602.(a) 1946. Cabinet Mission launched by the British government to discuss plans for the transfer of power from the British Raj to Indian leadership. Members: Lord Patrick Lawrence (Secretary of State for India), Stafford Cripps (President of the Board of T rade), A.V. Alexander (First Lord of the Admiralty)."
 Q.603. With which of the following Government o f India Acts did the Montagu-Chelmsford Reforms introduce Dyarchy in the provinces? SSC CGL 24/07/2023( 3rd shift) ,"['(a) Government of India Act, 1945 ', '(b) Government of India Act, 1935 ', '(c) Government of India Act, 1923 ', '(d) Government of India Act, 1919 ']","(d) Government of India Act, 1919 ","Sol.603.(d) Government of India Act, 1919. Montague was the secretary of state for India and Chelmsford was the viceroy of India. This act introduced Dyarchy in provinces by dividing the provincial subjects into transferred and reserved, bicameralism. It provided for the establishment of a Public Service Commission which was established in 1926. Minto- Morley Reforms (Indian Council Act 1909)."
 Q.604. When was a comprehensive despatch on education called Wood's despatch on education sent? SSC CGL 26/07/2023 (1st shift) ,"['(a) 1833 ', '(b) 1854 ', '(c) 1858 ', '(d) 1813 ']",(b) 1854 ,"Sol.604.(b) 1854. Charles Wood (the President of the Board of Control) sent a despatch to Lord Dalhousie (Governor-General of India). It suggested introducing vernacular languages in the primary schools of India, high schools use anglo-vernacular mediums and that English should be the medium for college-level education. Hence, the Wood’s Despatch is considered as ‘Magna-Carta’ of English Education in India. Wood’s despatch led to the establishment of the first three universities in 1857, at Calcutta, Bombay and Madras. Important Educational commissions during British rule i n India - Hunter Commission (1882), Raleigh Commission (1902) , S adler Commission (1917), Hartog Commission (1929)."
" Q.605. In 1942, the British government sent the___________mission to India. SSC CGL 26/07/2023 (4th shift) ","['(a) Cripps ', '(b) Linlithgow ', '(c) Cabinet ', '(d) Lansdowne ']",(a) Cripps ,Sol.605.(a) Cripps. I t was s ent to India to secure Indian cooperation for the British war efforts. It was h eaded by Sir R ichard Stafford Cripps. Gandhi called it 'A post-dated cheque drawn on a failing bank'.
" Q.606. The question consists of two statements, namely, Assertion (A) and Reason (R). Use them to choose the correct alternative. Assertion (A): During the British rule, India's exports exceeded the imports leading to surplus of balance of trade. Reason (R): The surplus of balance of trade was used for growth and development of India. SSC CGL 27/07/2023 (3rd shift) ","['(a) Both A and R are true, and R is the correct explanation of A ', '(b) Both A and R are true, but R is not the correct explanation of A ', '(c) A is false but R is true ', '(d) A is true and R is false ']",(d) A is true and R is false ,"Sol.606.(d) British Economic policies - Mercantile development (1757-1813) - Revenue collected from Bengal was u sed to finance exports to England. Industrial phase (1813-1858) - One-way trade flooded the Indian market with cheap, machine-made imports from newly industrialized Britain and Indian traders lost foreign markets. Financial phase (1860 onwards) - Converted India into a market for British manufacturers while still being a supplier of foodstuffs and raw materials."
" Q.607. Which among the following Acts introduced the Diarchy, i.e., rule of two which means executive councillors and popular ministers? SSC MTS 04/05/2023 (Morning) ","['(a) Charter Act, 1813 ', '(b) Government of India Act, 1858 ', '(c) Montague-Chelmsford Reform (Government of India Act), 1919 ', '(d) Indian Council Act, 1861 ']","(c) Montague-Chelmsford Reform (Government of India Act), 1919 ","Sol.607.(c) Montague - Chelmsford Reform (Government of India Act), 1 919. Indian Council Act 1909 - It is also known as Minto Morley reforms. This act introduced communal representations for the Muslims."
 Q.608. Which among the following Acts established the dual system of c ontrol by the British government and the East India Company in India? SSC MTS 04/05/2023 (Evening) ,"[""(a) Pitt's India Act, 1784 "", '(b) Montague-Chelmsford Reform (Government of India Act), 1919 ', '(c) Charter Act, 1793 ', '(d) Charter Act, 1813 ']","(a) Pitt's India Act, 1784 ",Sol.608.(a) Pitt's India Act (1784) : passed in the British Parliament to rectify the defects of the Regulating Act 1773.
 Q.609. The result of the English Education Act of 1835 was to make ________ as a medium of instruction for ___________ education. SSC MTS 08/05/2023 (Morning) ,"['(a) vernacular, higher ', '(b) English, primary ', '(c) English, higher ', '(d) vernacular, primary ']","(c) English, higher ","Sol.609.(c) English, Higher. English Education Act (1835) was proposed by William Bentinck on the Advice o f Macaulay. Reforms by William Bentick : The abolition of Sati, the suppression of female infanticide and Thuggee, the abolition of lawlessness, and the abolition of human sacrifices."
 Q.610. Which among the following Acts discarded the 'dyarchy’ system at the provincial level and allowed for the emergence of popularly elected provincial legislatures? SSC MTS 09/05/2023 (Morning) ,"['(a) Charter Act, 1793 ', '(b) Montague-Chelmsford Reform (Government of India Act), 1919 ', '(c) (Government of India Act), 1935 ', ""(d) Pitt's India Act, 1784 ""]","(c) (Government of India Act), 1935 ","Sol.610.(c) Government of India Act, 1935. The act proposed constitutional proposals and reforms and had many features which included the bicameral legislature, provincial autonomy, separate communal electorate and the creation of an all India federation."
" Q.611. As a result of w hich a ct d id Queen Victoria, who was t he monarch of B ritain, also became the sovereign of British territories in India, with the title ""Empress of India"" in 1858? SSC MTS 10/05/2023 (Morning) ","['(a) Indian Councils Act ', '(b) Government Of India Act ', '(c) Charter Act ', '(d) Regulating Act ']",(b) Government Of India Act ,Sol.611.(b) Government Of India Act (1858): known as ‘Act of Good governance’. Abolished the Dual government scheme initiated due to Pitt’s India act. Ended controversial ‘Doctrine of Lapse’. The powers of the Company’s Court of Directors - transferred to the Secretary of State for India. The Viceroy and the governors of the various presidencies - appointed by the Crown. Q.612 . The Charter Act of 1 813 extended the East India Company's rule in India to another _________ years. SSC MTS 11/05/2023 (Afternoon) (a) 15 (b) 5 (c) 20 (d) 10 Sol.612.(c) 20. The Charter Act of 1813 (The East Indian Company Act 1813) - Features: It ended the monopoly of the East India Company over commercial trade except t rade with China and trade in tea with India. The company’s dividend was fixed at 10.5% per annum. The Act gave more powers to the courts in India over European British subjects.
 Q.613. Which of the following reforms led to the enactment of the Government of India Act of 1919? SSC MTS 12/05/2023 (Evening) ,"['(a) Montagu- Chelmsford reforms ', '(b) Anti Slavery reforms ', '(c) Morley-Minto reforms ', '(d) Young Bengal movement ']",(a) Montagu- Chelmsford reforms ,"Sol.613.(a) Montagu - Chelmsford reforms. The purpose of this a ct was to ensure the representation of Indians in the administration of their country. At that time, Montagu - Secretary of State for India, Lord Chelmsford - Viceroy of India."
 Q.614. The objective of Simon Commission was to________. SSC MTS 19/05/2023 (Morning) ,"[""(a) decide India's Political future "", ""(b) decide India's Religious future "", ""(c) decide India's Educational future "", ""(d) decide India's economical future ""]",(a) decide India's Political future ,"Sol.614.(a) Simon Commission - It was appointed by the British Government in 1927 under the chairmanship of John Simon (other members were Pathick Lawrence and Clement Atlee) to review the workings of Government of India (GOI) Act, 1919 and suggest measures."
 Q.615. Which act of the British Parliament was also known a s East India Company Act 1793? SSC MTS 19/05/2023 (Morning) ,"['(a) The Government of India Act, 1793 ', '(b) The Charter Act, 1793 ', '(c) The Regulating Act, 1793 ', '(d) The Indian Councils Act, 1793 ']","(b) The Charter Act, 1793 ","Sol.615.(b) The Charter Act, 1793. The act was passed by the British Parliament to renew the charter of the East India Company t o trade within India for n ext 20 years. It was passed during the tenure of Sir John Shore (1793 -1798)."
 Q.616. When was the Champaran Agrarian Law passed by the British Government? SSC MTS 16/06/2023 (Afternoon) ,"['(a) 1918 ', '(b) 1919 ', '(c) 1917 ', '(d) 1916 ']",(a) 1918 ,Sol.616.(a) 1918. Mahatma Gandhi had launched his historic champaran movement in 1917 to abolish the forcible cultivation of indigo on the land of farmers. This bill was introduced by W. Maude . After the bill had passed the land revenue was reduced by 20-26%.
 Q.617. Which act was passed by the British Parliament to control the territories of the East India Company majorly in Bengal in the year 1773? SSC MTS 20/06/2023 (Afternoon) ,"['(a) Charter Act ', '(b) Regulating Act ', '(c) Indian Councils Act ', '(d) Government Of India Act ']",(b) Regulating Act ,Sol.617.(b) Regulating Act 1773 - This Act was passed by the British Parliament and Governor General Warren Hastings and brought forth the basic principles of central administration in India. Indian Councils Act 1861 - It changed the composition of the Governor General's Council for executive and legislative purposes.
" Q.618. In __________, the British government enacted a legislation banning the use of p rinted cotton textiles - chintz - in England. Interestingly, this Act was known as the Calico Act. SSC CHSL 14/03/2023 (3rd Shift) ","['(a) 1720 ', '(b) 1700 ', '(c) 1740 ', '(d) 1730 ']",(a) 1720 ,"Sol.618.(a) 1720. The cotton textiles which the Portuguese took back to Europe, along with the spices, came t o be called ""calico"". Calico Act , Reason - Textile makers in England were Unable to compete with Indian textiles. Highest cotton producing state (Gujarat)."
 Q.619. In which y ear was a law passed in India to make conversion to Christianity easier? SSC CHSL 14/03/2023 (3rd Shift) ,"['(a) 1845 ', '(b) 1850 ', '(c) 1830 ', '(d) 1840 ']",(b) 1850 ,Sol.619.(b) 1850. This law allowed Indians who had converted to Christianity to inherit the property of his ancestors. The Charter Act of 1813 allowed Chirstian missionaries to enter India and Preach Christianity. This Act asserted the Crown's sovereignty over British possessions in India.
 Q.620. Which act was passed by the British Government of India to introduce provincial autonomy? SSC CHSL 16/03/2023 (4th Shift) ,"['(a) Indian Council Act of 1892 ', '(b) Government of India Act of 1935 ', '(c) Charter Act of 1853 ', '(d) Indian Independence Act of 1947 ']",(b) Government of India Act of 1935 ,Sol.620.(b) Government of India Act 1935. It provided for the establishment of an All India Federation consisting of provinces and princely states as units. It provided for the establishment of a Reserve Bank of India to control the regulation of currency and credits of the country. It is also the largest source of the Indian Constitution which formed after independence.
 Q.621. _______ is an Act of the Parliament of the United Kingdom that partitioned British India into two new independent dominions of India and Pakistan in 1947. SSC CHSL 17/03/2023 (3rd Shift) ,"['(a) Rowlatt Act ', '(b) Indian Independence Act ', '(c) Government of India Act ', ""(d) Pitt's India Act ""]",(b) Indian Independence Act ,Sol.621.(b) Indian Independence Act. The Indian Independence Act 1947 is an Act of the Parliament of the United Kingdom that partitioned British India into the two new independent dominions of India and Pakistan.
 Q.622. The Pitts India Act of___________ distinguished between the commercial and political functions of the British East India Company. SSC CHSL 21/03/2023 (2nd Shift) ,"['(a) 1818 ', '(b) 1792 ', '(c) 1784 ', '(d) 1802 ']",(c) 1784 ,"Sol.622.(c) Pitt’s India Act, 1784 established the dual system of c ontrol by the British government and the East India Company. The Company became a subordinate department of the State and its territories in India were termed ‘ B ritish possessions ’ . In this act members o f t he Executive Council were reduced to 3, and the Governor-General served as its commander in chief."
 Q.623. Which act allows the government to confiscate the assets of n ewspaper in case of publishing anything “objectionable” ? SSC CGL 09/12/2022 (2nd Shift) ,"['(a) Ilbert Act, 1883 ', '(b) Vernacular Press Act, 1878 ', '(c) Media Act, 1883 ', '(d) Newspaper Act, 1855 ']","(b) Vernacular Press Act, 1878 ","Sol.623.(b) Vernacular Press Act, 1878 . Proposed by Lord L ytton (1876–80). Lord Ripon (1880–84) repealed the Vernacular Act in 1881. Samachar Darpan (1818) was the first vernacular newspaper of India published by Carey and Marshman from Serampore during the period of Lord Hastings."
 Q.624. The bill which provide for t he trial of British or European person by Indians magistrates was_________ SSC CGL 12/12/2022 (4th Shift) ,"['(a) Hastings Bill ', '(b) Dalhousie Bill ', '(c) Ilbert Bill ', '(d) George Bill ']",(c) Ilbert Bill ,"Sol.624.(c) Ilbert Bill was introduced in 1883 by Lord Ripon. It allowed senior Indian magistrates to preside over cases involving British subjects in India. The bill was enacted by the Indian Legislative Council on Jan. 25, 1884. It was written by Sir Courtenay Pergine Ilbert."
 Q.625. Which of the following Indian states was the first to sign a subsidiary alliance with the British? SSC CPO 09/11/2022 (Afternoon) ,"['(a) Hyderabad ', '(b) Cochin ', '(c) Travancore ', '(d) Maratha ']",(a) Hyderabad ,"Sol.625.(a) Hyderabad. In this system, an Indian ruler had to maintain British troops in his state, either by giving some of his territories or by paying for the maintenance of the troops. It was first introduced by the French East India Company Governor Joseph Francois Dupleix, Later used by Lord Wellesley, Governor-General of India (1798 to 1805)."
 Q.626. What is the original name of the Empress of India Act and when was it instituted? Higher Secondary 04/08/2022 (Shift - 3 ) ,"['(a) The Royalty Act of 1876 ', '(b) The Royal Titles Act of 1876 ', '(c) The Royal Titles Act of 1877 ', '(d) The Titles Act of 1875 ']",(b) The Royal Titles Act of 1876 ,Sol.626.(b) The Royal Titles Act 1876 was an Act of the Parliament of the United Kingdom which officially recognized Queen Victoria (and subsequent monarchs) as “Empress of India” . This act was introduced by Benjamin Disraeli. It was repealed on 22 June 1948.
 Q.627. Which of the following Acts of 1947 regulates the Indian labor law with regard to trade unions as well as individual workmen? SSC MTS 05/07/2022 (Afternoon) ,"['(a) Indian Councils Act ', '(b) Charter Act ', '(c) Rowlatt Act ', '(d) Industrial Disputes Act ']",(d) Industrial Disputes Act ,"Sol.627.(d) Industrial d isputes A ct 1 947. The Rowlatt Act 1919 authorized the arrest, for 2 years without trial, of any person suspected of terrorism living in British India. Indian Council acts (1861, 1892, and 1909). Charter Acts (1793, 1813, 1833, and 1853)."
 Q.628. In which year was the Child Marriage Restraint Act passed in India? SSC MTS 06/07/2022 (Afternoon) ,"['(a) 1929 ', '(b) 1931 ', '(c) 1935 ', '(d) 1933 ']",(a) 1929 ,"Sol.628.(a) On 28 September 1929 , in the Imperial Legislative Council of India, fixed the age of marriage for girls at 14 years and boys at 18 years. In 1949, after India's independence, it was amended to 15 for girls, and in 1978 to 18 for girls and 21 for boys."
 Q.629. Which Act passed by British Government of India abolished the Council of India? SSC MTS 14/07/2022 (Afternoon) ,"['(a) Indian Independence Act of 1947 ', '(b) India Council Act of 1892 ', '(c) Government of India Act of 1935 ', '(d) Charter Act of 1853 ']",(c) Government of India Act of 1935 ,Sol.629.(c) Government of India Act 1935 were as follows: Abolition of provincial dyarchy and introduction of dyarchy at centre. Abolition of Indian Council and introduction of an advisory body in its place. Provision for an All India Federation with British India territories and princely states.
 Q.630. Which Act was passed in 1929 prohibiting marriage of girls below 14 and boys below 18 years of age? SSC MTS 15/07/2022 (Afternoon) ,"['(a) Pitt’s India Act ', '(b) Sharda Act ', '(c) Vernacular Press Act ', '(d) Rowlatt Act ']",(b) Sharda Act ,"Sol.630.(b) Sharda act . The act fi xed the marriageable age for girls at 14 years and 18 years for boys. It was s ponsor b y Harbilas Sarda. Pitt’s India act (1784), Rowlatt Act (1919), Vernacular press act (1878)."
 Q.631. In which year through the Indian Official Secrets Act was freedom of press curbed? SSC MTS 21/07/2022 (Evening) ,"['(a) 1919 ', '(b) 1921 ', '(c) 1904 ', '(d) 1909 ']",(c) 1904 ,"Sol.631.(c) 1904. It was enacted during the time of Lord Curzon, Viceroy of I ndia from 1899 to 1905 curbed the freedom of Press. Later this act was replaced by the Official Secrets act 1923."
" Q.632. In 1877, which of the following viceroys organized a durbar to acknowledge Queen Victoria as the Empress of India? SSC MTS 12/10/2021(Evening) ","['(a) Lord Lytton ', '(b) Lord Ripon ', '(c) Lord Minto ', '(d) Lord Dufferin ']",(a) Lord Lytton ,Sol.632.(a) Lord Lytton organized a durbar to acknowledge Queen Victoria as the Empress of India. This was the culmination of the transfer of control of British India from the East India Company to the Crown.
 Q.633. The capital of the British Indian Empire was transferred from Calcutta to Delhi in: SSC MTS 13/10/2021(Afternoon) ,"['(a) 1911 ', '(b) 1905 ', '(c) 1907 ', '(d) 1909 ']",(a) 1911 ,"Sol.633.(a) 1911 . The British government believed that ruling India from Delhi was easier and more convenient than from Calcutta. Therefore, Delhi was o fficially announced as the capital of British Raj by Emperor George V, on December 12, 1911."
" Q.634. By which British statute were Indian representatives, for the first time, allocated seats for election in Indian Legislative Councils? SSC MTS 13/10/2021 (Evening) ","['(a) Government of India Act, 1833 ', '(b) Indian Councils Act, 1892 ', '(c) Government of India Act, 1915 ', '(d) Indian Councils Act, 1861 ']","(b) Indian Councils Act, 1892 ","Sol.634.(b) Indian Councils Act, 1892. The act made a limited and indirect provision for the use of election in filling up some of the nonofficial seats both in the Central and provincial legislative councils."
 Q.635. Which law was imposed in India during the command of General Dyer? SSC MTS 20/10/2021 (Evening) ,"['(a) Preventive detention ', '(b) Discrimination law ', '(c) Simon law ', '(d) Martial law ']",(d) Martial law ,"Sol.635.(d) Martial law . General Dyer enacted an Act on April 13, 1919, called martial law stating that no more than 2 people can form a group and meet at a place."
" Q.636. In order to curb the East India Company traders’ unrestrained commercial activities and to bring about some order in territories under the Company control, the British Parliament enacted a series of laws among which the ______ stood first. SSC MTS 22/10/2021 (Evening) ","['(a) Charter Act of 1813 ', '(b) Government of India Act 1833 ', '(c) Regulating Act of 1780 ', '(d) Regulating Act of 1773 ']",(d) Regulating Act of 1773 ,Sol.636.(d) Regulating Act of 1773. It provided for the establishment of the Supreme Court at Calcutta (1774) and changed the post of Governor of Bengal to “Governor-General of Bengal”. Warren Hastings was made the first Governor -General of Bengal.
 Q.637. I n which y ear was t he office o f t he first Accountant General established in India? SSC MTS 27/10/2021 (Morning) ,"['(a) 1858 ', '(b) 1845 ', '(c) 1890 ', '(d) 1867 ']",(a) 1858 ,Sol.637.(a) In 1858 (the year the British took over administrative control of India from the East India Company) the office of the first Accountant General was established in India. In 1860 Sir Edward Drummond was appointed as the first Auditor-General.
 Q.638. Which Committee among the following was formed in Bombay in March 1919? SSC MTS 27/10/2021 (Afternoon) ,"['(a) Hunter Committee ', '(b) Khilafat Committee ', '(c) Sargent Committee ', '(d) Sapru Committee ']",(b) Khilafat Committee ,"Sol.638.(b) Khilafat Committee . Formed to defend the powers of the Ottoman Caliph which was r estricted by the Treaty of Sevres after World War I. Leaders - Mohammed Ali, Shaukat Ali, Maulana Azad, Hakim Ajmal Khan and Hasrat Mohani."
