question,options,answer,solution
 Q.223. Which statement is FALSE regarding fundamental rights mentioned in the Indian Constitution ? SSC CHSL 10/08/2023 (4th shift) ,"['(a) Only Article 20 and 21 can be suspended during emergency ', '(b) They are justiciable ', '(c) Some fundamental rights are negative in nature ', '(d) Can be suspended during emergency ']",(a) Only Article 20 and 21 can be suspended during emergency ,"Sol.223.(a) 44th Amendment Act, 1978 limits the scope of Article 359 (suspension of the enforcement of the rights conferred by Part III during emergencies). All fundamental rights except articles 20 and 21 can be suspended only on the basis of National Emergency (Article 352). Fundamental rights: Article 12 - 35. Article 32: Remedies for enforcement of rights conferred by Part III."
 Q.224. Which of the following is not a fundamental duty in the Indian Constitution? SSC CHSL 11/08/2023 (2nd shift) ,"['(a) Protecting public property. ', '(b) To maintain and protect the sovereignty of the country. ', '(c) To promote harmony and spirit of brotherhood. ', '(d) Protecting monuments. ']",(d) Protecting monuments. ,"Sol.224.(d) Article 49 of the Indian Constitution falls under the Directive Principles of State Policy, It Specifically deals with the protection of monuments and places and objects of national importance."
" Q.225. The celebration of Christmas, Eid and Holi in school is an example of making children learn fundamental duties as well. Which of the following fundamental duties advocates about t his type of ideals ? SSC CHSL 14/08/2023 (1st shift) ","['(a) To defend the country and render national service ', '(b) To develop the scientific temper ', '(c) To safeguard public property and to abjure violence ', '(d) To promote harmony and spirit of common brotherhood ']",(d) To promote harmony and spirit of common brotherhood ,Sol.225.(d) Fundamental Duties: Part IV-A of the Indian constitution in Article 51A. Article 51A(e) refers to the duty of every citizen to promote harmony and the spirit of common brotherhood amongst all the people of India. '
 Q.226. What is the aim of fundamental rights mentioned in the Indian Constitution ? SSC CHSL 14/08/2023 (2nd shift) ,"['(a) To establish a welfare state ', '(b) To have an absolute independence ', '(c) To promote economic justice ', '(d) To establish political democracy ']",(d) To establish political democracy ,Sol.226.(d) To establish political democracy. The fundamental rights are taken from the United States of America.
 Q.227. Which of the following is NOT a fundamental duty mentioned in the Indian Constitution ? SSC CHSL 14/08/2023 (2nd shift) ,"['(a) To bring reform ', '(b) To develop humanism ', '(c) To develop the spirit of inquiry ', '(d) To develop the spirit of harmony ']",(a) To bring reform ,Sol.227.(a) To bring reform. Fundamental duties - Borrowed from USSR .
 Q.228. Which of the following is NOT a Fundamental Right mentioned in the Indian Constitution? SSC CGL 19/07/2023 (2nd shift) ,"['(a) Right to vote ', '(b) Right to equality ', '(c) Right to freedom of religion ', '(d) Right to freedom ']",(a) Right to vote ,Sol.228.(a) Right t o vote. Right to vote is a constitutional right.
 Q.229. Which of the following does NOT come under the Fundamental Duties in the Constitution of India? SSC CGL 24/07/2023 (1st shift) ,"['(a) Safeguard public property and to abjure violence ', '(b) Cherish and follow the noble ideals that inspired the national struggle for freedom ', '(c) Exercise adult franchise ', '(d) Uphold and protect the sovereignty, unity and integrity of India ']",(c) Exercise adult franchise ,Sol.229.(c) Exercise Adult Franchise. Article 326 of the Indian Constitution - Elections to the House of t he People and to the Legislative Assemblies of States to be on the basis of adult suffrage.
 Q.230. Which was the first country to incorporate Fundamental Duties in its Constitution ? SSC CGL 24/07/2023 (2nd shift) ,"['(a) Albania ', '(b) USSR ', '(c) India ', '(d) Poland ']",(b) USSR ,Sol.230.(b) USSR. The Soviet Union adopted the first constitution on 31st January 1924. Russia adopted its constitution in 1993.The United States of America - First country to make and adopt a constitution.
 Q.231. Fundamental duties are ______ and not enforceable by law but a re taken into account by the courts while adjudicating any matter. SSC CGL 27/07/2023 (2nd shift) ,"['(a) regulatory ', '(b) non - statutory ', '(c) statutory ', '(d) common ']",(c) statutory ,"Sol.231.(c) Statutory. F undamental Duties (Part IVA, Article 51A):- Adopted from the Constitution of Russia (erstwhile Soviet Union). In 1976, the 42nd amendment inserted a list of Fundamental Duties of Citizens (Swaran Singh Committee). Originally 10 in number, one m ore duty was added through the 86th Constitutional Amendment Act, 2002. Fundamental duties - Non-justiciable in nature. Q.232 . Which of the following Articles of the Constitution of India defines that the Fundamental Duties are only meant for the Indian Citizens and not for foreigners Matric Level 27/06/2023 (Shift - 1) (a) Article 46 B (b) Article 51 A (c) Article 67 A (d) Article 81 C Sol.232.(b) Article 51 A. Under Article 67 A : A Vice-President may, by writing under his hand addressed to the President, resign his office."
 Q.233. Which clause of A rticle 51A of t he Constitution of India requires to value and preserve the rich heritage of our composite culture? Matric Level 30/06/2023 (Shift - 4) ,"['(a) Clause d ', '(b) Clause c ', '(c) Clause a ', '(d) Clause f ']",(d) Clause f ,"Sol.233.(d) Clause f. The Fundamental Duties were included in Part IV-A of our Constitution by the 42nd Act 1976. Its concept was taken from the USSR. Clause a - to abide by the Constitution and respect its ideals and institutions, the national Flag and the National Anthem. Clause c - to uphold a nd protect the sovereignty, unity and integrity of India. Clause d - to defend the country and render national service when called upon to do so."
 Q.234. Which of the following is a fundamental duty s tated under the Indian constitution? SSC MTS 12/05/2023 (Afternoon) ,"['(a) To safeguard private property ', '(b) To protect dignity ', '(c) To defend the country ', '(d) To manage religious affairs ']",(c) To defend the country ,"Sol.234.(c) To defend the country. Fundamental Duties (Part IV-A, Article 51A) - It shall be the duty to follow e very citizen of India. It was b orrowed from the Constitution of the Soviet Union."
" Q.235. In which of the following Articles, ""Freedom of conscience and free profession, practice and propagation of religion"" is mentioned. SSC MTS 16/05/2023 (Evening) ","['(a) Article 26 ', '(b) Article 27 ', '(c) Article 25 ', '(d) Article 28 ']",(c) Article 25 ,Sol.235.(c) Article 25.
" Q.236. In which of the following Articles, ""Right of minorities to establish and administer educational institutions"" is mentioned? SSC MTS 17/05/2023 (Afternoon) ","['(a) Article 29 ', '(b) Article 31 ', '(c) Article 30 ', '(d) Article 28 ']",(c) Article 30 ,Sol.236.(c) Article 30. It comes under Educational and Cultural Rights. Article 29 – Protection of I nterests of M inorities. Article 31 - No person shall be deprived of his property save by authority of law.
 Q.237. Data Protection Bill 2021 ensures which fundamental right? SSC MTS 19/05/2023 (Afternoon) ,"['(a) Right to Education ', '(b) Right to Information Technology ', '(c) Right to Freedom of Speech ', '(d) Right to Privacy ']",(d) Right to Privacy ,Sol.237.(d) Right to Privacy - Fundamental Right under Article 21. Right to Education - 86th Amendment Act 2002 inserted Article 21A (The State shall provide free and compulsory education to all children of 6 to 14 years) in the Indian Constitution. Right to Freedom of Speech is guaranteed by Article 19(1)(a). Right to Information Act 2005 mandates timely response to citizen requests for government information.
" Q.238. In which of the following Articles, ""Laws inconsistent with or in derogation of the fundamental rights” is mentioned? SSC MTS 19/05/2023 (Evening) ","['(a) Article 13 ', '(b) Article 14 ', '(c) Article 12 ', '(d) Article 15 ']",(a) Article 13 ,"Sol.238.(a) Article 13. Article 12 - the Central Government, the Parliament, State Government, and State Legislatures come within the definition of “state”."
" Q.239. Which of the following Articles deals with ""protection from arrest and detention""? SSC MTS 14/06/2023 (Afternoon) ","['(a) Article 24 ', '(b) Article 22 ', '(c) Article 20 ', '(d) Article 18 ']",(b) Article 22 ,Sol.239.(b) Article 22. Article 24 - Deals with prohibition of employment of children (under 14 years) in factories and mines.
" Q.240. Which of the following Articles of the Indian Constitution mentions the fundamental duty ""sovereignty, unity and integrity of India"" is mentioned? SSC MTS 16/06/2023 (Morning) ","['(a) Article 51A ', '(b) (b) Article 51A (e) ', '(c) Article 51A (c) ', '(d) Article 51A (d) ']",(c) Article 51A (c) ,Sol.240.(c) Article 51A(c). The 42nd Amendment Act of 1976 added 10 Fundamental Duties to the Indian Constitution and created Part IVA. Important Fundamental duties. Article 51A (b) - To follow ideals inspired from our national struggle for f reedom. Article 51A (e) - To promote harmony and the spirit of common brotherhood. Article 51A (d) - To defend the country and national service when required.
" Q.241. Which of the following Articles of the Indian Constitution mentions the fundamental duty “to safeguard public property and to abjure violence""? SSC MTS 16/06/2023 (Afternoon) ","['(a) Article 51A (i) ', '(b) Article 51A (g) ', '(c) Article 51A (a) ', '(d) Article 51A (d) ']",(a) Article 51A (i) ,"Sol.241.(a) Article 51A (i). Article 51A (g) - to protect and improve the natural environment including forests, lakes, rivers and wildlife, and to have compassion for living creatures. Article 51A (a) - to abide by the Constitution and respect i ts ideals and institutions, the National Flag and the National Anthem."
 Q.242. Respect for the National Flag and National Anthem is a ________ of every Indian citizen. SSC MTS 20/06/2023 (Morning) ,"['(a) Directive Principles of State Policy ', '(b) Fundamental Right ', '(c) Fundamental Duty ', '(d) Legal Right ']",(c) Fundamental Duty ,"Sol.242.(c) Fundamental duty (Article 51A, Part IV-A ) was added in the Constitution by 42nd Amendment Act on the recommendation of the Swaran Singh Committee."
 Q.243. Which among the following is not a type of Right to freedom in the Indian constitution? SSC CHSL 16/03/2023 (1st Shift) ,"['(a) Protection of certain rights regarding freedom of speech, etc. ', '(b) Protection of life and personal liberty. ', '(c) offences for armed assembly ', '(d) Protection in respect of conviction for Offences. ']",(c) offences for armed assembly ,Sol.243.(c) Offences for armed assembly .
 Q.244. T he foremost right among rights to freedom is________ SSC CGL 01/12/2022 (1st Shift) ,"['(a) Right to life and personal liberty ', '(b) Preventive detention ', '(c) Freedom to assemble ', '(d) Right to freedom of speech and expression ']",(a) Right to life and personal liberty ,"Sol.244.(a) Right to life and personal liberty (Article 21 of Part III). Preventive detention (Article 22) means the detention of a person without trial and conviction by a court. Right to Freedom: Speech and expression (Article 19(1)(a), Right to assemble (Article 19(1)(b), Right to form associations (Article 19(1)(c)), Right to move (Article 19(1)(d)), Right to reside (Article 19(1)(e), and Right to practise any profession (Article 19 (1)(g)."
 Q.245. The Constitution forbids employment of children below the age of years in dangerous jobs like factories and mines. SSC CGL 03/12/2022 (1st Shift) ,"['(a) 15 ', '(b) 14 ', '(c) 16 ', '(d) 18 ']",(b) 14 ,"Sol.245.(b) 14. Article 24 strictly prohibits the employment of children in any hazardous industry or factories or mines, without exception."
 Q.246. Which minorities are mentioned in Article 30 of the Indian Constitution? SSC CGL 08/12/2022 (4th Shift) ,"['(a) Linguistic and religious ', '(b) Religious, cultural and linguistic ', '(c) Cultural and linguistic ', '(d) Religious and cultural ']",(a) Linguistic and religious ,"Sol.246.(a) Linguistic and religious. National Commission for Minorities formed in 1993. Six religious communities, viz; Muslims, Christians, Sikhs, Buddhists, Zoroastrians and Jains have been notified. Article 29 (Protection of interests of minorities). Article 30 (Right of minorities to establish and administer educational institutions)."
 Q.247. How many rights are mentioned under “Right to Equality”? SSC CGL 09/12/2022 (3rd Shift) ,"['(a) 3 ', '(b) 6 ', '(c) 5 ', '(d) 4 ']",(c) 5 ,Sol.247.(c) 5. The Right to Equality (Article 14-18) is one of t he Fundamental Rights (Part III).
 Q.248. According to Article 51 A ,"['(a) of the Constitution of India, it shall be the duty of every Indian citizen to abide by the_____ and respect its ideals and institutions. SSC CGL 13/12/2022 (4th Shift) (a) constitution ', '(b) secularism ', '(c) socialism ', '(d) democracy ']","(a) of the Constitution of India, it shall be the duty of every Indian citizen to abide by the_____ and respect its ideals and institutions. SSC CGL 13/12/2022 (4th Shift) (a) constitution ","Sol.248.(a) Constitution. Article 51A(a) states that it shall be the duty of every citizen to abide by the Constitution and respect its ideals and institutions, the National Flag, and the National Anthem."
 Q.249. Which of the following Fundamental Duty provisions is similar to Article 21A? SSC CPO 09/11/2022 (Morning) ,"['(a) Article 51A (i) ', '(b) Article 51A (k) ', '(c) Article 51A (h) ', '(d) Article 51A (j) ']",(b) Article 51A (k) ,"Sol.249.(b) Article 51A (k) who is a parent or guardian to provide opportunities for education to his child or, as the case may be, w ard b etween the age of six and fourteen years. Article 51A(i) to safeguard public property and to abjure violence. Article 51A(j) to strive towards excellence in all spheres of individual and collective activity so that the nation constantly rises to higher levels of endeavour and a chievement . Article 51A (h) to develop the scientific temper, humanism and the spirit of inquiry and reform."
 Q.250. Which of the following is NOT true about Right to Religion in India? SSC CPO 09/11/2022 (Evening) ,"['(a) A person may choose any religion or may choose not to follow any religion. ', '(b) Everyone is free to choose a religion and practise that religion. ', '(c) Freedom to profess, follow and propagate any religion. ', '(d) Freedom for forcible conversions. ']",(d) Freedom for forcible conversions. ,Sol.250.(d) Freedom for forcible conversions.
 Q.251. Which of the following has similarity to Article 29(1) of t he Universal Declaration of Human Rights which states “everyone has duties to the community in which alone the free and full development of his personality is possible”? SSC CPO 09/11/2022 (Evening) ,"['(a) Directive Principles ', '(b) Fundamental Rights ', '(c) Cooperative Societies ', '(d) Fundamental Duties ']",(d) Fundamental Duties ,Sol.251.(d) Fundamental Duties. Given Under part IV-A of the Constitution.
 Q.252. Fundamental Duties have______ social and economic significance. SSC CPO 10/11/2022 (Evening) ,"['(a) ethical ', '(b) historical ', '(c) religious ', '(d) political ']",(a) ethical ,"Sol.252.(a) Ethical. Fundamental Duties {Article 51(A), Part IV-A} - adopted in 1976 42nd Amendment. They are also nonjusticiable."
 Q.253. Who was the Prime Minister when Right to Property was scrapped as a Fundamental Right? SSC CPO 11/11/2022 (Morning) ,"['(a) Charan Singh ', '(b) Indira Gandhi ', '(c) Morarji desai ', '(d) Jawaharlal Nehru ']",(c) Morarji desai ,"Sol.253.(c) Morarji Desai. Right to property was removed by 44th Amendment Act, 1978 from the list of Fundamental Rights and converted into legal right under Article 300 A. Committee Reports"
 Q.254. Which report is NOT associated with Fundamental Rights? SSC CPO 05/10/2023 (Afternoon) ,"['(a) Tej Bahadur Sapru Report ', '(b) Motilal Nehru Report ', '(c) Sarkaria Commission Report ', '(d) JB Kripalani Report ']",(c) Sarkaria Commission Report ,Sol.254.(c) Sarkaria Commission Report - This Commission is to examine and review the working of the existing arrangements between the Union and States as per the Constitution of India. Tej Bahadur Sapru Report (1945) - It related to political and civil rights of the m inorities.
 Q.255. T he committee to 'Operationalise the Suggestions to Teach Fundamental Duties to the Citizens of the Country' is popularly known as the_________. SSC CHSL 10/08/2023 (2nd shift) ,"['(a) L P Singh committee ', '(b) Abhijit Sen committee ', '(c) Paul Appleby committee ', '(d) JS Verma Committee ']",(d) JS Verma Committee ,"Sol.255.(d) J S Verma committee ( appointed in 1999). It identified some legal provisions for enforcement of Fundamental Duties : Prevention of insults to National Honor, laws which penalise for p romoting enmity, protection of civil rights act, wildlife (protection) act of 1972 etc."
 Q.256. Rangarajan Committee is associated with _______. SSC MTS 09/05/2023 (Evening) ,"['(a) Election reforms ', '(b) Educational reform ', '(c) Environmental protection ', '(d) Estimation of poverty ']",(d) Estimation of poverty ,"Sol.256.(d) Estimation of poverty. Rangarajan Committee - To Review the Methodology for Measurement of Poverty in the country constituted by the Planning Commission in June 2012 has submitted its report on 30th June 2014. As per the report submitted by C Rangarajan Committee: Persons spending below Rs. 47 a day in cities should be considered poor. Committee related to poverty: Planning Commission Expert Group (1962), VM D andekar and N Rath committee (1971), Y.K. Alagh Committee (1979), Lakdawala Committee (1993), Suresh Tendulkar Committee (2005)."
 Q.257. Which of the following commissions recommended that “the appointment of Governor should be non-partisan” ? SSC CGL 09/12/2022 (2nd Shift) ,"['(a) Fazal Ali Commission ', '(b) Rajmannar commission ', '(c) Sarkaria commission ', '(d) Mandal commission ']",(c) Sarkaria commission ,"Sol.257.(c) Sarkaria commission (1983). The States Reorganisation Commission (Fazal Ali Commission, 1953). Rajmannar commission set up by the then DMK Government of T amil Nadu in 1969 under the Chairmanship of Dr P.V. Rajamanar."
 Q.258. Constitution Review Commission chaired by______recommended some initiatives to be taken by the government for successful implementation of Fundamental Duties. SSC CPO 11/11/2022 (Morning) ,"['(a) PK Joshi ', '(b) MN Venkatachaliah ', '(c) UC Banerjee ', '(d) Michael G Aguinaldo ']",(b) MN Venkatachaliah ,Sol.258.(b) MN Venkatachaliah Commission was set up by Government resolution in 2000 to Review the Working of the Constitution. He got Padma Vibhushan In 2004. Justice U.C.Banerjee headed the Commission report on Godhra incident.
 Q.259. How many members are there in the Committee on Public U ndertakings in India? Higher Secondary 03/08/2022 (Shift - 4 ) ,"['(a) 22 ', '(b) 15 ', '(c) 35 ', '(d) 30 ']",(a) 22 ,"Sol.259.(a) 22 . Financial Committees:- Public Accounts Committee - 1921, Members (22) (15 from Lok Sabha a nd 7 from Rajya Sabha), Term of Office (One year), Function - to examine the annual audit reports of the Comptroller and Auditor General of India (CAG). Estimates Committee (Post Independence) - 1950, Members (30) All from Lok Sabha , Term of Office (One Year), Function - to examine the estimates included in the budget. Committee on Public Undertakings – 1964, Members-22 (15 from Lok Sabha and 7 from Rajya Sabha), Term of Office (One Year), Function – to examine the reports and accounts of the Public Sector Undertakings."
 Q.260. Members of Public Accounts Committee are elected for a period of: SSC CHSL 25/05/2022 (Morning) ,"['(a) one year ', '(b) two years ', '(c) five years ', '(d) three years ']",(a) one year ,Sol.260.(a) one year. The Committee on Public Accounts is the oldest Parliamentary Committee and was first constituted in 1921. The Speaker is empowered to appoint the Chairman of the Committee from amongst its Members.
" Q.261. Which of the following persons was NOT a part of the Committee of Administrators (CoA) appointed by the Supreme Court of India in 2017, to oversee the implementation of t he Lodha reforms in the Board of Control for C ricket in India (BCCI)? SSC MTS 06/10/2021(Morning) ","['(a) Vinod Rai ', '(b) Mahim Verma ', '(c) Vikram Limaye ', '(d) Ramachandra Guha ']",(b) Mahim Verma ,"Sol.261.(b) Mahim Verma . The Supreme Court of India had appointed 4 eminent personalities - former CAG Vinod Rai, historian Ramachandra Guha, former India women's captain Diana Edulji and Vikram Limaye, managing director and CEO of IDFC (Infrastructure Development Finance Corporation)."
 Q.262. Which Commission recommended 27% reservation for O BC candidates in all levels of government services? SSC MTS 07/10/2021 (Morning) ,"['(a) Sarkaria Commission ', '(b) Mandal Commission ', '(c) Balwant Commission ', '(d) Kothari Commission ']",(b) Mandal Commission ,Sol.262.(b) The Mandal Commission (Second Backward Class Commission) recommended that members o f O BCs be given 27 percent reservations for jobs under the Central government and public sector undertakings. This commission was established in India in 1979 by the Janata Party government under Prime Minister Morarji Desai. It was headed by BP Mandal.
" Q.263. In 1990, the Dinesh Goswami Committee was formed to make recommendations on: SSC MTS 20/10/2021 (Morning) ","['(a) centre-state relations ', '(b) police reforms ', '(c) electoral reforms ', '(d) fundamental duties ']",(c) electoral reforms ,"Sol.263.(c) Electoral reforms . Dinesh Goswami Committee important recommendation - Elimination of misuse of official machinery, Public funding of elections, Strengthening of the Election Commission and securing its independence."
" Q.264. Who among the following is NOT a part of the committee, which is constructed to provide suggestions to the Prime Minister regarding the appointment of a chief commissioner of the Central Information Commission? SSC CHSL 06/08/2021 (Evening) ","['(a) Speaker of the Lok Sabha. ', '(b) A Union Cabinet Minister appointed by the Prime Minister. ', '(c) Leader of Opposition in Lok Sabha ', '(d) Prime Minister . ']",(a) Speaker of the Lok Sabha. ,"Sol.264.(a) Speaker of the Lok Sabha. A chief commissioner of the Central Information Commission is appointed by the President on the recommendation of a committee consisting of the Prime Minister as Chairperson, the Leader of Opposition in the Lok Sabha, and a Union Cabinet M inister nominated by the Prime Minister. Parliament"
 Q.265. The First hour of a sitting of the House allotted for asking and answering of questions is called as __________ . SSC Stenographer 12/10/2023 (Afternoon) ,"['(a) Censure motion ', '(b) Zero hour ', '(c) Privilege motion ', '(d) Question hour ']",(d) Question hour ,"Sol.265.(d) Question hour. Censure motion - A motion to express disapproval of the conduct of the government or a minister. Zero hour - The first hour of a sitting of the House, when MPs can raise matters of urgent public importance without notice. Privilege motion - A motion to protect the privileges of the House or its members."
" Q.266. A money bill under Article 111 of the Constitution of India, presented to the President for assent, has to be endorsed by a Certificate of the ________signed by him/her that it is a money bill. SSC CPO 03/10/2023 (Evening) ","['(a) Secretary General of the Lok Sabha ', '(b) Secretary General of the Rajya Sabha ', '(c) Speaker of the Lok Sabha ', '(d) Deputy Chairman of the Rajya Sabha ']",(c) Speaker of the Lok Sabha ,Sol.266.(c) Speaker of the Lok Sabha. Articles related to Money Bill: Article 107 - Provisions as to introduction and passing of Bills. Article 108 - Joint sitting of both Houses in certain cases. Article 109 - Special procedure in respect of Money Bills. Article 110 - Definition of “Money Bills”. Article 197 - Restriction on powers of Legislative Council as to Bills other than Money Bills.
 Q.267. After how many days of absence from Parliament without permission will a Member of Parliament be disqualified? SSC CPO 05/10/2023 (Afternoon) ,"['(a) 60 days ', '(b) 30 days ', '(c) 50 days ', '(d) 20 days ']",(a) 60 days ,Sol.267.(a) 60 days. Disqualifications of Members of parliament : Article 101 - Vacation of seats. Article 102 - Disqualifications for membership. A rticle 103 - Decision on questions as to disqualifications of m embers. A rticle 104 - Penalty for sitting and voting before making oath or affirmation under article 99 or when not qualified or when disqualified.
 Q.268. What is the bicameral legislature of the Indian Constitution? SSC CPO 05/10/2023 (Evening) ,"['(a) It is a legislative body with four houses. ', '(b) It is a legislative body with two houses. ', '(c) It is a legislative body with one house. ', '(d) It is a legislative body with three houses. ']",(b) It is a legislative body with two houses. ,"Sol.268.(b) Bicameralism was first introduced in India by The Government of India Act of 1919. Article 80 of the Constitution lays down the maximum strength of Rajya Sabha (Upper House) as 250, out of which 12 members are nominated by the President and 238 are representatives of the States and of the three Union Territories."
 Q.269. What is the most powerful weapon that enables the Parliament to ensure executive accountability? SSC MTS 04/09/2023 (3rd Shift) ,"['(a) Approval or refusal of laws ', '(b) The no-confidence motion ', '(c) Confirmation of treaties ', '(d) Deliberation and discussion ']",(b) The no-confidence motion ,"Sol.269.(b) The no-confidence motion. It moved in the Lok Sabha (and not in the Rajya Sabha) to test the confidence of the government. It needs the support of 50 members to be admitted. Other ways to ensure executive accountability: Question-hour, zero hour, calling attention motion, adjournment motion, censure motion, and other discussions."
 Q.270. Which of the following is not a cabinet committee? SSC MTS 05/09/2023 (2nd Shift) ,"['(a) Appointment Committee of the Cabinet ', '(b) Committee on Political Affairs ', '(c) Committee on Investment and Growth ', '(d) Committee on Conflicts among Ministers ']",(d) Committee on Conflicts among Ministers ,"Sol.270.(d) Cabinet Committees are organisational devices to lessen the enormous workload of the cabinet. It is an extra-constitutional body. List of Cabinet Committees: Cabinet Committee on Accommodation, Cabinet Committee on Economic Affairs, Cabinet Committee on Parliamentary Affairs, Cabinet Committee on Security, Cabinet Committee on Employment and Skill Development. All committees except Cabinet Committee on Accommodation and Cabinet Committee on Parliamentary Affairs are headed by the Prime Minister."
 Q.271. What is the maximum time gap between two sessions of the State Legislature ? SSC MTS 08/09/2023 (3rd Shift) ,"['(a) Three months ', '(b) Two months ', '(c) Six months ', '(d) One year ']",(c) Six months ,"Sol.271.(c) Six months. Article 174 (1) - The Governor shall from time to time summon the House or each H ouse of t he State Legislature to meet at such time and place as he thinks fit. Article 85 (1) of the Constitution empowers the President to summon and prorogue either house of Parliament or to dissolve the Lok Sabha. Three types of Sessions in the Parliament of India: Budget session (February - May), Monsoon session (July - September) and Winter session (November - December) are held in a calendar year."
 Q.272. Who was the first speaker of the Lok Sabha? SSC MTS 11/09/2023 (2nd Shift) ,"['(a) NS Reddy ', '(b) GV Mavalankar ', '(c) Ananthasayanam Ayyangar ', '(d) Mira Kumar ']",(b) GV Mavalankar ,Sol.272.(b) Ganesh Vasudev Mavalankar. Neelam Sanjiva Reddy - He served as the sixth president of India (1977-82). Ananthasayanam Ayyangar - First deputy speaker of Lok Sabha. Lok Sabha- Maximum strength : Fixed at 550 out of which 530 are to represent states and 20 to Union territories (UTs). Current strength of Lok sabha - 543. First female Lok sabha speaker :- Meira Kumar (15th Lok Sabha).
 Q.273. When was the first general election for Lok Sabha held in India ? SSC MTS 11/09/2023 (3rd Shift) ,"['(a) 1950-51 ', '(b) 1949-50 ', '(c) 1948-49 ', '(d) 1951-52 ']",(d) 1951-52 ,Sol.273.(d) 1951-52. First Lok Sabha: Jawaharlal Nehru (Indian National Congress) became India’s first democratically elected Prime Minister. 17th Lok Sabha Election (2019): Narendra Modi (Bharatiya Janata Party) became Prime Minister. Lok Sabha Seat: 543 Parliamentary Constituencies (At present). First Panchayati Raj Election in India was held on 2nd of Oct 1959 in the Nagaur district of Rajasthan.
 Q.274. How long can a person remain a minister without being a member of either House of the State Legislature? SSC MTS 12/09/2023 (1st Shift) ,"['(a) 15 days ', '(b) 6 months ', '(c) 1 year ', '(d) 2 months ']",(b) 6 months ,Sol.274.(b) 6 months. Articles 163-164 deals with the Council of M inisters (CoM) in states. The articles 75 (5) and 164 (4) state that a minister who for any period of six consecutive months is not a member of either house of P arliament or state legislature respectively shall cease to be such minister at the expiration of that period.
 Q.275. Which of the following pairs is/are correctly matched regarding the terminology used in the Parliament? A. Appropriation Bill - A Money Bill passed for providing for the withdrawal or appropriation from and out of the Consolidated Fund of India B. Demand for Grants - Earmarking of budgetary allocation for meeting only planned expenditure of a Ministry/Department C. Short Duration Discussion - For raising a discussion on a matter of u rgent public importance for which a notice has to be given by a Member and supported by 50 Members. SSC CGL 18/07/2023 (4th shift) ,"['(a) A, B and C ', '(b) B and C only ', '(c) A only ', '(d) A and C only ']",(c) A only ,Sol.275.(c) A only. Demand for Grants is the form in which estimates of expenditure from the Consolidated Fund (included in the annual financial statement and required to be voted upon in the Lok Sabha) are submitted in pursuance of Article 113 of the Constitution. Short Duration Discussion is a procedural device to enable members to raise discussion on matters of urgent public importance without a formal motion on a matter of urgent public importance. The Speaker can a llot two days in a week for such discussions.
 Q.276. Which of the following can make provisions for Ancillary powers of the Supreme Court? SSC CGL 26/07/2023 (1st shift) ,"['(a) President of India ', '(b) Law Commission of India ', '(c) Minister of Law & Justice ', '(d) Parliament of India ']",(d) Parliament of India ,"Sol.276.(d) Parliament o f India. A ncillary powers of the Supreme Court (Article 140): The Parliament, through legislation, can grant the Supreme Court additional powers that are in line with the Constitution's provisions. These extra powers should help the Court better fulfill its constitutional jurisdiction. President of India : Articles 52 - 62 (Part V), Parliament of I ndia : Articles 79-122 (Part V), Supreme Court : Articles 124-147 (Part V)."
" Q.277. In India, during a meeting of the Legislative Assembly or Council, if there is no quorum, it shall be the duty of the ________ to adjourn t he House or suspend the meeting. Higher Secondary 27/06/2023 (Shift - 3) ","['(a) Chairman/Governor ', '(b) Speaker/Chairman ', '(c) Governor/Chief Minister ', '(d) Speaker/Chief Minister ']",(b) Speaker/Chairman ,"Sol.277.(b) Speaker/Chairman. Article 100 - Voting in Houses, power of H ouses to act notwithstanding vacancies and quorum. Quorum - It refers to the number of members that must be present for a house meeting to take place. Article 189 (3) - The quorum to constitute a meeting of the state legislature shall be ten members or one-tenth of the total number of members of the house whichever is greater."
 Q.278. Which of the following Articles of the Constitution of India lays down the maximum strength of t he Rajya S abha a s 250 ? Matric Level 30/06/2023 (Shift - 4) ,"['(a) Article 85 ', '(b) Article 80 ', '(c) Article 83 ', '(d) Article 81 ']",(b) Article 80 ,"Sol.278.(b) Article 80. Rajya Sabha consists of 238 members representing the States and Union Territories, and 12 members nominated by the President. Article 85 - Sessions of Parliament, prorogation and dissolution. Article 81 - Composition of the House of t he People. Article 83 - Duration of Houses of Parliament."
 Q.279. At least how old must be an Indian citizen to be a member of Rajya Sabha? SSC MTS 08/05/2023 (Afternoon) ,"['(a) 30 years ', '(b) 25 years ', '(c) 35 years ', '(d) 20 years ']",(a) 30 years ,"Sol.279.(a) 30 years. Article 84 provides for the qualification of a member of the Parliament. Accordingly, He must be a citizen of I ndia. Minimum 25 years of a ge for Lok Sabha. Minimum age for the President and vice president is 35 years. There is no minimum age prescribed in the constitution for t he judge of s upreme court."
