question,options,answer,solution
 Q.114. Which is one of the most f amous dance forms of Assam performed by the 'Kulis' (people who work in the tea gardens) during autumn? SSC CPO 11/11/2022 (Afternoon) ,"['(a) Mahasu dance ', '(b) Jhumur dance ', '(c) Lambadi dance ', '(d) Karga dance ']",(b) Jhumur dance ,"Sol.114.(b) Jhumur Dance (folk dance) . Dances of Assam: Folk dance (Bihu Dance, Ali Ai Ligang dance, Deodhani, Barpeta’s Bhortal Nritya, Dhuliya and Bhawariya, Bodo’s Bagurumba, Khamba Lim, Bhaona, Oja Pali)."
 Q.115. In which of the following dances from Manipur is the drum prominently used as a part of dance movements? Graduate Level 03/08/2022 (Shift - 3) ,"['(a) Luivat Pheizak ', '(b) Thang La ', '(c) Pung Cholom ', '(d) Shim Lam ']",(c) Pung Cholom ,"Sol.115.(c) Pung Cholom (meaning ""roar of the drums"") is the soul of Manipuri Sankirtana music and classical Manipuri dance. This dance may be performed by men or women and is usually a prelude to the Ras Lila. It borrows elements from the Manipuri martial arts Thang Ta and Sarit Sarak and also from the traditional Maibi Jagoi dance. Luivat Pheizak is one of the most popular dances of the Tangkhul Naga community of Manipur. S him Lam Dance (Fly dance) of Manipur is the traditional folk dance of the Rongmei community."
 Q.116. Which of the following dance forms depicts the anguish of women whose partners are gone from home? SSC MTS 06/07/2022 (Afternoon) ,"['(a) Matki ', '(b) Biraha ', '(c) Alkap ', '(d) Paika ']",(b) Biraha ,"Sol.116.(b) Biraha is an Ahir ethnic Bhojpuri folk genre from Uttar Pradesh, Bihar, and Jharkhand."
" Q.117. Gatka, a traditional fighting style of the Nihang Sikh warriors, used both for self- defence as well as a sport, has originated from which of the following states of India? SSC MTS 07/07/2022 (Morning) ","['(a) Gujarat ', '(b) Rajasthan ', '(c) Bihar ', '(d) Punjab ']",(d) Punjab ,"Sol.117.(d) Punjab. Famous Martial Arts in India: Kalaripayattu (Oldest Martial Art in India; Kerala), Silambam (Tamil Nadu), Thang-ta, and Sarit Sarak (Manipur), Thoda (Himachal Pradesh), Lathi (Punjab and Bengal), Inbuan Wrestling (Mizoram), Musti Yuddha (Varanasi), and Pari - Khanda (Bihar)."
 Q.118. ‘Elelakkaradi’ is a tribal dance form of which Indian state? SSC MTS 11/07/2022 (Morning) ,"['(a) Goa ', '(b) Kerala ', '(c) Rajasthan ', '(d) Jharkhand ']",(b) Kerala ,"Sol.118.(b) Kerala. Tribal Dances of India: Santhali Dance (West Bengal, Jharkhand & Odisha), Bamboo Dance (Mizoram), Kalbelia Dance (Rajasthan), Bhagoria Dance (Madhya Pradesh), Chhau Dance (West Bengal, Jharkhand & Odisha), Dhimsa Dance (Andhra Pradesh), Shad Suk Mynsiem (Meghalaya)."
" Q.119. ‘Waghya Murali’ dance, associated with Lord Khandoba, originated in which state of India? SSC MTS 12/07/2022 (Evening) ","['(a) Maharashtra ', '(b) Bihar ', '(c) Rajasthan ', '(d) Gujarat ']",(a) Maharashtra ,Sol.119.(a) Maharashtra . Waghya Murali or Khanderay Bhakti Geet is a dance of the pair Waaghya and Murali who d evote their entire lives in the worship of Lord Khandoba of Jejuri.
 Q.120. Sangrai is a folk dance of which state of India? SSC MTS 14/07/2022 (Evening) ,"['(a) Bihar ', '(b) Tripura ', '(c) Karnataka ', '(d) Goa ']",(b) Tripura ,Sol.120.(b) Tripura. Sangrai dance is performed by the Mog tribal community on the occasion of Sangrai festival during the month of Chaitra (in April) of the Bengali calendar year.
 Q.121. Which of the following is a traditional masked dance of West Bengal? SSC MTS 18/07/2022 (Afternoon) ,"['(a) Kavadi ', '(b) Gidda ', '(c) Gambhira ', '(d) Jawara ']",(c) Gambhira ,Sol.121.(c) Gambhira dance is performed during the festival of Chaitra Sankranti. The masks are made out of neem and fig trees by the local S utradhar community. Gidda (Punjab); Kavadi (Tamil Nadu); Jawara Dance (Madhya Pradesh).
 Q.122. Which is the first of India's traditional dances to be refashioned as a theatre art and t o be exhibited widely both at home and abroad? SSC CHSL 26/05/2022 (Morning) ,"['(a) Kuchipudi ', '(b) Manipuri ', '(c) Kathakali ', '(d) Bharatanatyam ']",(d) Bharatanatyam ,Sol.122.(d) Bharatanatyam is a major form of Indian classical dance that originated in Tamil Nadu. The dance form is also briefly mentioned in the Kannada text Manasollasa written by Someshwara III.
 Q.123. Which one of the following dances is associated with the Vaishnavism of the Meitai people? SSC CHSL 01/06/2022 (Morning) ,"['(a) Chhau ', '(b) Sattriya ', '(c) Kuchipudi ', '(d) Manipuri ']",(d) Manipuri ,"Sol.123.(d) Manipuri Dance . Chhau dance is a semi classical Indian dance with martial and folk traditions. Sattriya Dance is a dance-drama performance art with origins in the Krishna-centered Vaishnavism monasteries of Assam. Kuchipudi is a dance-drama performance, with its roots in the ancient Hindu Sanskrit text of Natya Shastra."
 Q.124. ‘Ummatt-aat’ is a folk dance form performed in ______. SSC CGL 13/04/2022 (Afternoon) ,"['(a) Kasauli ', '(b) Coorg ', '(c) Itanagar ', '(d) Gangtok ']",(b) Coorg ,"Sol.124.(b) Coorg. There are many other t raditional dance forms of Karnataka which include Dollu Kunitha, Suggi Kunitha, Kamsale, Gorava Kunitha, Somana Kunitha, Bolak-aat, Komb-aat, Bhootha Aradhane, Yaksha Gana, Naga Mandala, Veeragase."
 Q.125. ______ is a popular folk dance of Minicoy Island. SSC CGL 20/04/2022 (Morning) ,"['(a) Leshalaptu ', '(b) Aaluyattu ', '(c) Lava ', '(d) Moyashai ']",(c) Lava ,"Sol.125.(c) Lava . Nagaland Famous folk dance - Leshalaptu, Aaluyattu, Moyashai, Modse, Bamboo Dance, Agurshikukula, Butterfly Dance, Sadal Kekai, Changai Dance, Kuki Dance, Khamba Lim, Mayur Dance, Monyoasho, Rengma, Seecha and Kukui Kucho, Shankai, War Dance and Zeliang Dance ."
 Q.126. ______ is a mask dance popular in South Malabar. SSC CGL 20/04/2022 (Evening) ,"['(a) Dhangar ', '(b) Kummattikali ', '(c) Parichakali ', '(d) Zemmado ']",(b) Kummattikali ,"Sol.126.(b) Kummattikali. Dhangar - The Dhangar dance is performed by the shepherd community of Goa during Navratri. Parichakali (Lakshadweep). Other famous folk dances of south India are - Padayani or Paddeni (Kerala), Kummi and Kolattam (Tamil Nadu), Kargam and Puli Vesham (Tamil Nadu)."
 Q.127. In which of the following dances chairs on heads with lighted diyas are performed by women ? SSC CGL 21/04/2022 (Morning) ,"['(a) Dhangari Gaja Dance ', '(b) Koli Dance ', '(c) Tamasha Dance ', '(d) Chari Dance ']",(d) Chari Dance ,"Sol.127.(d) Chari Dance (Rajasthan). Chari dance describes the art of collecting water in a chari or pot by the Rajasthani Women. Koli Dance is a popular folk dance of Maharashtra. Dhangari Gaja dance (Maharashtra) is performed to please their God for his blessings. Tamasha (Maharashtra), as a theatre form, is a style that can b e called a mix of a regular play, a musical and dance."
" Q.128. The ‘Veeragase’ dance, performed during the Dussehra festival holds a special place in the folk dances of the state of ______ SSC MTS 06/10/2021 (Evening) . ","['(a) Karnataka ', '(b) Assam ', '(c) Odisha ', '(d) Sikkim ']",(a) Karnataka ,Sol.128.(a) Karnataka. It is primarily performed during the Hindu months of Shravana and Karthika.
 Q.129. 'Ratvai' is a dance form associated with the ______ tribes of India. SSC MTS 11/10/2021 (Morning) ,"['(a) Mewati ', '(b) Khasi ', '(c) Jatapus ', '(d) Bhil ']",(a) Mewati ,"Sol.129.(a) Mewati. It is performed during the monsoons to the accompaniment of large drums. Dances of Haryana include the ‘chaupaia’, which is a devotional dance and is performed by men and women carrying ‘manjiras’."
" Q.130. 'Chad Sukra', a popular traditional dance-festival of Meghalaya, is celebrated as a ______. SSC MTS 18/10/2021 (Evening) ","['(a) community marriage festival ', '(b) thanksgiving festival ', '(c) birth festival ', '(d) sowing festival ']",(d) sowing festival ,"Sol.130.(d) Sowing festival. Folk Dance of Meghalaya:- Behdienkhlam, Nоngkrem, Shad S uk M ynsiem, Wangala, Dоrsegata, Lahоо."
 Q.131. In which o f t he following states is the ‘Mathuri’ folk dance practised? SSC MTS 26/10/2021 (Afternoon) ,"['(a) Telangana ', '(b) Haryana ', '(c) Uttarakhand ', '(d) Uttar Pradesh ']",(a) Telangana ,"Sol.131.(a) Telangana. T he most p opular folk dances of Telangana are Perini Sivatandavam, Dappu Dance, Lambadi, Oggu Katha, Chindu Bhagavatam, Gussadi Dance, Tholu Bommalata. Dances of Uttarakhand- Choliya, Jhumelo, Pandavart / Pandava Leela, Langvir, Chanchari, Chhapeli, Tandi, Chaunfula, Jhoda, Thadiya."
 Q.132. Which of the following is a dance form in Mizoram participated exclusively by 'village guests' ? SSC CHSL 13/04/2021 (Afternoon) ,"['(a) Khuallam ', '(b) Cheraw ', '(c) Solakia ', '(d) Chailam ']",(a) Khuallam ,Sol.132.(a) Khuallam . It is a dance usually performed in the ceremony called 'Khuangchawi'.
" Q.133. ‘ Ranapa’, a folk dance form of Odisha, consists of enacting chapters from the life of Lord ______. SSC CHSL 06/08/2021 (Afternoon) ","['(a) Indra ', '(b) Ram ', '(c) Krishna ', '(d) Hanuman ']",(c) Krishna ,"Sol.133.(c) Krishna. Ranapa is performed on the stilt and accompanies by drum music, along with songs related to Lord Krishna childhood stories."
" Q.134. Which of the following is a dance form of West Bengal where there is a confluence of dancing, singing, drama and recital? SSC CHSL 09/08/2021 (Afternoon) ","['(a) Bhavai ', '(b) Alkap ', '(c) Tippani ', '(d) Hudo ']",(b) Alkap ,Sol.134.(b) Alkap.
 Q.135. 'Aaluyattu' is a folk-dance form from the state of ______. SSC CGL 13/08/2021 (Evening) ,"['(a) Goa ', '(b) Nagaland ', '(c) Kerala ', '(d) Haryana ']",(b) Nagaland ,"Sol.135.(b) Nagaland . T his dance is performed by the Konyak tribe of Nagaland. Some other folk dances of Nagaland are Modse, Agurshikukula, Butterfly Dance, Sadal Kekai, Changai Dance, Kuki Dance etc."
 Q.136. ‘ Bolak-aat’ is a ______ from the state of Karnataka. SSC CGL 16/08/2021 (Morning) ,"['(a) music form ', '(b) painting form ', '(c) dance form ', '(d) sculpting form ']",(c) dance form ,Sol.136.(c) Dance form . This dance form is performed by Kodava men in the back of an oil lamp in an open field. The men hold chiavari (yak fur) in one hand and the Kodava short sword (odi-kathi) in the other while performing this dance.
 Q.137. Hallisaka is a group dance native to ______. SSC CPO 24/11/2020 (Evening) ,"['(a) Rajasthan ', '(b) Goa ', '(c) Maharashtra ', '(d) Gujarat ']",(d) Gujarat ,Sol.137.(d) Gujarat . It is a type of group dance in which a young man stands in the middle of damsels who form a circular ring by joining hands. The time (tala) is kept by clapping and is accompanied by singing.
 Q.138. Birhor dance is a tribal folk dance from ______. SSC CPO 24/11/2020 (Evening) ,"['(a) Himachal Pradesh ', '(b) Punjab ', '(c) Jharkhand ', '(d) Karnataka ']",(c) Jharkhand ,Sol.138.(c) Jharkhand.
" Q.139. Kadsa is a dance style performed by women in Jharkhand, carrying a ________. SSC CPO 25/11/2020 (Evening) ","['(a) Kalasha ', '(b) Kamandal ', '(c) Kumbha ', '(d) Kapala ']",(a) Kalasha ,"Sol.139.(a) Kalasha (Earthen pot). This is a female dominated dance. Normally in this dance style, women p erform carrying a ‘Kalash’ on their shoulders or heads."
 Q.140. The ‘Kathakali’ dance is a harmonious combination of ______ forms of fine art. SSC CHSL 18/03/2020 (Morning) ,"['(a) four ', '(b) six ', '(c) five ', '(d) seven ']",(c) five ,"Sol.140.(c) Five. Kathakali is a classical dance form of Kerala. It is a harmonious combination of 5 forms of fine art - Literature (Sahithyam), Music (Sangeetham), Painting (Chithram), Acting (Natyam) and Dance (Nritham)."
 Q.141. Which of the following is a popular dance form of Lakshadweep island? SSC CHSL 16/10/2020 (Evening) ,"['(a) Kuchipudi ', '(b) Koli ', '(c) Kathak ', '(d) Kolkali ']",(d) Kolkali ,Sol.141.(d) Kolkali (Stick dance). This specific Indian folk dance is very popular in the Lakshadweep islands. Only men can participate in this dance form as women are not allowed to take part.
 Q.142. In which state did the 'Saila' dance originate? The dance is performed by boys after the harvest season. SSC CHSL 19/10/2020 (Afternoon) ,"['(a) Bihar ', '(b) Jharkhand ', '(c) Chhattisgarh ', '(d) Odisha ']",(c) Chhattisgarh ,Sol.142.(c) Chhattisgarh. This dance is performed only by boys after the harvest season in the Hindu month of Aghan (November-December).
 Q.143. Which of the following dance forms is also known as the 'Royal Dance of Ladakh'? SSC CHSL 20/10/2020 (Afternoon) ,"['(a) Yak dance ', '(b) Jabro dance ', '(c) Shondol dance ', '(d) Koshan dance ']",(c) Shondol dance ,Sol.143.(c) Shondol dance . It is a famous dance which was earlier used to be performed by artists for the King of Ladakh on special occasions. Arts Personality
" Q.144. Padma Bhushan, Guru Vempati Chinna Satyam is renowned for having trained hundreds of students in which o f the following dance forms? SSC Stenographer 12/10/2023 (Morning) ","['(a) Kuchipudi ', '(b) Odissi ', '(c) Bharatnatyam ', '(d) Kathak ']",(a) Kuchipudi ,"Sol.144.(a) Kuchipudi ( Andhra Pradesh) . Vempati Chinna Satyam: Awards - Padma Bhushan (1998), Sangeet Natak Akademi (1981), Kalidas Samman (1992), Kalaimamani (1994). He started the Kuchipudi Art Academy at Madras in 1963."
" Q.145. As an exponent of Khayal, Pandit Bhimsen Joshi belonged to which music Gharana ? SSC Stenographer 12/10/2023 (Afternoon) ","['(a) Agra ', '(b) Benaras ', '(c) Kirana ', '(d) Gwalior ']",(c) Kirana ,"Sol.145.(c) Kirana. Famous Gharanas: Kirana Gharana - Abdul Karim Khan, Abdul Wahid Khan, Ustad Abdul Karim Khan, Ustad Shakoor Khan. Agra Gharana - Haji sujan Khan, Faiyyaz Khan, Malka Jaan, Sumati Mutatkar, Subhra Guha. Gwalior gharana - Ustad Nathan Pir Baksh, Ustad Nathu Khan, Hassu Khan, Haddu Khan. Benares gharana - Kanthe Maharaj, Anokhelal Mishra, Shamta Prasad, Kishen Maharaj."
 Q.146. Who was o ne of t he 20 th century's foremost exponents of the Bharatanatyam style of classical dance? SSC Stenographer 12/10/2023 (Evening) ,"['(a) Nirmala Mehta ', '(b) T Balasaraswati ', '(c) Bijayini Satpathy ', '(d) Kumudini Lakhia ']",(b) T Balasaraswati ,"Sol.146.(b) T Balasaraswati. Other famous bharatanatyam exponents:- Mallika Sarabhai, Yamini Krishnamurthy, Alarmel Valli, Rukmini Devi Arundale, Padma Subrahmanyam, Jayalakshmi Eshwar, Geeta Chandran. Nirmala Mehta (Manipuri), Bijayini Satpathy (Odissi), Kumudini Lakhia (Kathak). Q .147. From which state of India does Indira PP Bora, internationally acclaimed exponent of Bharatanatyam, Kuchipudi and Sattriya dances conferred with Padma Shri belong? SSC Stenographer 12/10/2023 (Evening) (a) Kerala (b) West Bengal (c) Tamil Nadu (d) Assam Sol.147.(d) Assam. Awards received by Indira PP Bora:- Padma Shri (2020), Sangeet Natak Akademi Award (1996), State Bishnu Rava Award (2004)."
 Q.148. Who among the following musicians is given credit for collaborating with the famous band ‘The Beatles’ ? SSC Stenographer 13/10/2023 (Morning) ,"['(a) Pandit Kumar Gandharva ', '(b) Pandit Bhimsen Joshi ', '(c) Pandit Ravi Shankar ', '(d) Pandit Shiv Kumar Sharma ']",(c) Pandit Ravi Shankar ,"Sol.148.(c) Pandit Ravi Shankar : Indian musician and composer, and known for popularising the Indian classical instrument Sitar all over the world. Awards - Bharat Ratna (1999), Padma Vibhushan (1981), Padma Bhushan (1967), Sangeet Natak Akademi Award (1962), Sangeet Natak Akademi Fellowship (1975), Kalidas Samman (1987–88). He was the first Indian to win the Grammy Award. The Beatles - English Rock band formed in Liverpool in 1960."
 Q.149. ‘The Unforgettables’ was the collection of semi-classical music of which Ghazal singer? SSC Stenographer 13/10/2023 (Afternoon) ,"['(a) Mehdi Hassan ', '(b) Jagjit Singh ', '(c) Mallika Pukhraj ', '(d) Talat Mahmood ']",(b) Jagjit Singh ,Sol.149.(b) Jagjit singh: Popularly known as the ‘King of Ghazal’. Ghazal is one of the styles of s inging in Hindustani music. Tradition of singing ghazals was established by Hazrat Amir Khusrau.
" Q.150. Dr.Teejan Bai, a Padma Shri, Padma Bhushan and Padma Vibhushan awardee is globally recognised for her contribution to which of the following art forms? SSC CPO 03/10/2023 (Morning) ","['(a) Pandavani ', '(b) Raut Nacha ', '(c) Jhirliti ', '(d) Gendi ']",(a) Pandavani ,"Sol.150.(a) Pandavani (a traditional performing art form of Chattisgarh). Dr.Teejan Bai (Chhattisgarh) awarded: Padma Vibhushan Award (2019), Padma Bhushan (2003), Padma Shri (1988), and M. S. Subbulakshmi Centenary Award (2016)."
 Q.151. Who among the following founded the Kalakshetra Foundation in Chennai that is an important center for the study and performance of fine arts? SSC CPO 03/10/2023 (Morning) ,"['(a) Alarmel Valli ', '(b) Mrinalini Sarabhai ', '(c) Yamini Krishnamurthy ', '(d) Rukmini Devi Arundale ']",(d) Rukmini Devi Arundale ,"Sol.151.(d) Rukmini Devi Arundale founded the Kalakshetra Foundation in Chennai in 1936. Foundation was declared as an institution of national importance by an Act of Parliament in 1993. It is an important centre for the study and performance of fine arts, especially Bharatanatyam dance and Carnatic music."
 Q.152. Who among the following is considered as the 'Father of Carnatic Music in India' ? SSC CPO 03/10/2023 (Evening) ,"['(a) Gopala ', '(b) Purandar das ', '(c) Krishna Bharati ', '(d) Narayan Tirtha ']",(b) Purandar das ,"Sol.152.(b) Purandar Das. Famous Carnatic Musicians: M.S. Subbulakshmi (Bharat Ratna 1998), Balamuralikrishna (Padma Vibhushan 1991), D.K. Pattamal (Padam Bhushan 1971). Important elements of Carnatic Music: Sruti, S wara, Raga system, Tala system."
" Q.153. In 2015, the eminent danseuse and ____________ exponent, Padma Subrahmanyam was s elected for K erala's prestigious choreography award 'Nishagandhi Puraskaram' instituted by the state tourism department. SSC CPO 04/10/2023 (Morning) ","['(a) Kuchipudi ', '(b) Bharatanatyam ', '(c) Sattriya ', '(d) Kathakali ']",(b) Bharatanatyam ,"Sol.153.(b) Bharatanatyam. Her A wards: Padma Vibhushan (2024), Padma Bhushan (2003), Padma Shri (1981), Sangeet Natak Akademi Award (1983)."
 Q.154. Gopika Varma has won the Sangeet Natak Akademi Award i n 2019 in which of the following dance forms ? SSC CPO 04/10/2023 (Afternoon) ,"['(a) Bharatanatyam ', '(b) Mohiniyattam ', '(c) Kathak ', '(d) Kuchipudi ']",(b) Mohiniyattam ,"Sol.154.(b) Mohiniyattam - Gopika Varma was t he first Mohiniyattam dancer to receive the ‘Kalaimamani’. Other Dancers- Sunanda Nair, Kalamandalam, Kalyanikutty Amma, Jayaprabha Menon, Pallavi Krishnan, Vijayalakshmi, Radha Dutta, Nirmala Panikar."
 Q.155. Haripriya Namboodiri is an exponent of w hich I ndian classical dance form ? SSC CPO 04/10/2023 (Afternoon) ,"['(a) Kuchipudi ', '(b) Odissi ', '(c) Bharatanatyam ', '(d) Kathakali ']",(d) Kathakali ,"Sol.155.(d) Kathakali. She was w inner of Stree Ratnam and Devdasi National Award. Other Dancers: Kavungal Chathunni Panicker, Kalamandalam Gopi, Kottakkal Sivaraman, Kalanilayam Balakrishnan, Kottakal Sivaraman, Rita Ganguly."
 Q.156. The Wadali Brothers are _________ singers. SSC CPO 04/10/2023 (Afternoon) ,"['(a) Bhatiali ', '(b) Lavani ', '(c) Sufi ', '(d) Pandavani ']",(c) Sufi ,"Sol.156.(c) Sufi. Wadali Brothers: Puranchand Wadali and Pyarelal Wadali. They are famous for various styles of singing including Kaafian, ghazal and bhajan. Awards: Sangeet Natak Akademi Award (1991), Padma shri (2005)."
 Q.157. Which Manipuri dance expert founded Govindji Nartanalaya dance school for women in Imphal ? SSC CPO 04/10/2023 (Evening) ,"['(a) Guru Bipin Singh ', '(b) Guru Amubi ', '(c) Rajkumar Singhajit Singh ', '(d) Phanjoubam Iboton Singh ']",(a) Guru Bipin Singh ,"Sol.157.(a) Guru Bipin Singh. He is known as the Father of Manipuri Dance. Manipuri dancers - Darshana Jhaveri, Guru Amubi, Rajkumar Singhajit Singh, Yumlembam Gambhini Devi, Nirmala Mehta, Charu Mathur."
 Q.158. Ammanur Madhava C hakkiar was awarded the Padma Shri for his contribution to which of the following dance forms ? SSC CPO 05/10/2023 (Morning) ,"['(a) Kutiyattam ', '(b) Yakshagana ', '(c) Kuchipudi ', '(d) Kathakali ']",(a) Kutiyattam ,"Sol.158.(a) Kutiyattam (Kerala) - Its stylized and codified theatrical language, neta abhinaya (eye expression) and hasta abhinaya (the language of gestures) are prominent. Ammanur Madhava Chakkiar: Award - Sangeet Natak Akademi Award (1979), Padma Shri (1982), Padam Bhushan (2003) etc."
 Q.159. Kanaka Raju has been awarded Padma Shri in 2021 for which of the following folk dances? SSC CPO 05/10/2023 (Afternoon) ,"['(a) Fugdi ', '(b) Gussadi ', '(c) Ganagor ', '(d) Bhavai ']",(b) Gussadi ,"Sol.159.(b) Gussadi: It is a folk dance performed by Raj gond tribes of Adilabad, Telangana."
 Q.160. Aluna Kabuini is associated with which of the following dances ? SSC CPO 05/10/2023 (Afternoon) ,"['(a) Kathak ', '(b) Sattriya ', '(c) Manipuri ', '(d) Mohiniyattam ']",(c) Manipuri ,Sol.160.(c) Manipuri. She is a Ras exponent. She was the recipient of the Manipur State Kala Academy Award in 2001 for her contribution in the field of Tribal Kabui dance.
" Q.161. The Madhya P radesh government conferred the Dhananjayans, a celebrated___________couple from Chennai, with the prestigious Rashtriya Kalidas Samman for 2019 - 2020. SSC CPO 05/10/2023 (Afternoon) ","['(a) Kuchipudi ', '(b) Bharatanatyam ', '(c) Sattriya ', '(d) Kathakali ']",(b) Bharatanatyam ,Sol.161.(b) Bharatanatyam. Dancing couple - Vannadil Pudiyaveettil Dhananjayan and Shanta Dhananjayan (together known as Dhananjayans).
 Q.162. Ustad Asad Ali Khan is famous for which of the following schools of Dhrupad as an instrumentalist? SSC CPO 05/10/2023 (Afternoon) ,"['(a) Nauhar ', '(b) Dagar ', '(c) Khandarbani ', '(d) Gauri ']",(c) Khandarbani ,"Sol.162.(c) Khandarbani. Awards : Sangeet Natak Akademi Award (1977), and Padma Bhushan (2008). Famous Dhrupad singers - Ustad Rahim Fahimuddin Dagar, Nasir Aminuddin Dagar, Zia Fariduddin Dagar, Zia Mohiuddin Dagar. Four schools of Dhrupad: the Gauri (Gauhar), Khandar, Nauhar, and Dagar."
" Q.163. Roshan Kumari, Shovana Narayan, Maya Rao and Kumudini Lakhia are eminent ___________ artists. SSC MTS 01/09/2023 (1st Shift) ","['(a) Odissi ', '(b) Kuchipudi ', '(c) Kathak ', '(d) Manipuri ']",(c) Kathak ,"Sol.163.(c) Kathak . Famous Classical Dancers : Kathak (Uttar Pradesh): Birju Maharaj, Shambhu Maharaj, Lachhu Maharaj; Kuchipudi (Andhra Pradesh) - Raja and Radha Reddy, Yamini Reddy, Kaushalya Reddy; Odissi (Odisha) - Kelucharan Mohapatra, Sujata Mohapatra, Madhumita Raut."
 Q.164. Rani Machaiah is a __________ folk dancer who was awarded Padma Shri in 2023. SSC MTS 01/09/2023 (1st Shift) ,"['(a) Ummathat ', '(b) Lambadi ', '(c) Gussadi ', '(d) Dhimsa ']",(a) Ummathat ,Sol.164.(a) Ummathat - The traditional dance form of Coorg (Karnataka) performed by the Kodava women.
 Q.165. Indian classical vocalist Pandit Jasraj belonged to which o f t he following musical gharanas? SSC MTS 01/09/2023 (2nd Shift) ,"['(a) Patiala Gharana ', '(b) Dagari Gharana ', '(c) Gwalior Gharana ', '(d) Mewati Gharana ']",(d) Mewati Gharana ,"Sol.165.(d) Mewati Gharana. Pandit Jasraj : Awards - Padma Bhushan (1990), Padma Vibhushan (2000), Padma Shri (1975), Sangeet Natak Akademi Award (1987). Gharanas and Artists : Mewati Gharana - Ghagge Nazir Khan. Patiala gharana - Ali Baksh Jarnail Khan, Bade Ghulam Ali Khan. Dagari - Gundecha Brothers, Zia Mohiuddin Dagar. Gwalior Gharana - Nanthan Khan, Meeta Pandit."
 Q.166. Who a mong the following was t he director of Kathak Kendra and also opened his own dance school named ‘Kalashram'? SSC MTS 01/09/2023 (3rd Shift) ,"['(a) Pandit Lachhu Maharaj ', '(b) Pandit Shambhu Maharaj ', '(c) Pandit Birju Maharaj ', '(d) Pandit Acchan Maharaj ']",(c) Pandit Birju Maharaj ,"Sol.166.(c) Pandit Birju Maharaj. He belongs to the Kalka-Bindadin Gharana of Lucknow. Awards : Padma Vibhushan (1986), Sangeet Natak Akademi Award (1964), Kalidas Samman (1987). National Institute of Kathak Dance (also Kathak Kendra) - Founded in 1964. Headquartered at New Delhi."
 Q.167. Shambhu Maharaj was a renowned guru of which of the following Gharanas of Kathak? SSC MTS 04/09/2023 (2nd Shift) ,"['(a) Lucknow ', '(b) Jaipur ', '(c) Raigarh ', '(d) Banaras ']",(a) Lucknow ,"Sol.167.(a) Lucknow. Pandit Shambhu Maharaj awards : Sangeet Natak Akademi award (1955), the Sangeet Natak Akademi Fellowship (1967), Padma Shri (1958). Famous Dancers from Lucknow Gharana: Birju Maharaj, Maharaj Bindadin, Kalika Prashad. Jaipur Gharana: Sunder Prasad, Durga Lal. Banaras Gharana: Rudra Shankar Mishra, Sneha Bajaj, Kamalini Asthana and Nalini Asthana."
 Q.168. Which Indian musician personality's native place is West Bengal? SSC MTS 04/09/2023 (3rd Shift) ,"['(a) Naushad ', '(b) OP Nayyar ', '(c) Ilayaraja ', '(d) Bappi Lahiri ']",(d) Bappi Lahiri ,"Sol.168.(d) Bappi Lahiri (Bappida) was an Indian singer and composer. His Awards - Filmfare Award (1985, 2018). Personalities and their native place: O.P. Nayyar - Lahore (Pakistan), Ilayaraja - Pannaipuram, Theni district (Tamil Nadu) and Naushad Ali - Lucknow (Uttar Pradesh)."
 Q.169. To which Gharana did Gangubai Hangal primarily belong? SSC MTS 05/09/2023 (1st Shift) ,"['(a) Patiala ', '(b) Agra ', '(c) Banaras ', '(d) Kirana ']",(d) Kirana ,"Sol.169.(d) Kirana Gharana (founded by Abdul Karim Khan). Gangubai Hangal was an Indian vocalist of Hindustani classical tradition. Awards - Padma Vibhushan (2002), Padma Bhushan (1971), Sangeet Natak Academy Award (1973) and Sangeet Natak Akademi Fellowship (1996). Artists of Kirana Gharana: Baldev Singh Bali, Bhimsen Joshi, Abdul Wahid Khan, Hirabai Barodekar and Upendra Bhat."
 Q.170. Famous Bollywood actress Hema Malini is a trained________dancer. SSC MTS 05/09/2023 (1st Shift) ,"['(a) Kathak ', '(b) Bharatanatyam ', '(c) Odissi ', '(d) Kuchipudi ']",(b) Bharatanatyam ,Sol.170.(b) Bharatanatyam (Tamil Nadu). Hema Malini: Awards - Padma Shri (2000).
 Q.171. Which of the following musicians is popularly known as ‘ Panchamda’? SSC MTS 05/09/2023 (3rd Shift) ,"['(a) Ravi ', '(b) Khayam ', '(c) Naushad ', '(d) RD Burman ']",(d) RD Burman ,"Sol.171.(d) RD Burman : Indian music director, composer, and singer. Indian musicians and their nicknames : A.R. Rahmaan - The Mozart of Madras. Asha Bhoshle - The Queen of Indipop. Lata Mangeshkar - Queen of Melody, Voice of the Millennium. Mohammed Rafi - Pheeko."
 Q.172. Identify the WRONG pair of dancers and the related dance form from the following. SSC MTS 05/09/2023 (3rd Shift) ,"['(a) Meenakshi Chithranjan-Bharatanatyam ', '(b) Kumkum Dhar- Kuchipudi ', '(c) Sruti Bandopadhay- Manipuri ', '(d) Trilichan Mohanta- Chhau ']",(b) Kumkum Dhar- Kuchipudi ,Sol.172.(b) Kumkum Dhar- Kuchipudi. Kumkum Dhar is known for Kathak. She is the recipient of Yash Bharti Award (highest civilian award given by Uttar Pradesh state government).
