question,options,answer,solution
 Q.456. Which of the following statements about forests is INCORRECT? SSC MTS 06/10/2021(Afternoon) ,"['(a) In a forest, trees form the uppermost layer of vegetation. ', '(b) Forests protect the soil from erosion. ', '(c) In a forest, shrubs form the lowest layer of vegetation. ', '(d) Forests influence climate, water cycle and air quality. ']","(c) In a forest, shrubs form the lowest layer of vegetation. ","Sol.456.(c) The layer of vegetation in the forest which is just below the shrub layer is called the herb layer. The herb layer consists mainly of herbs, ferns and grasses. This layer is the lowest layer of vegetation in the forest (having leafy plants). Very little sunlight remains for the plants in the herb layer."
 Q.457. ______ are the oldest living tree species on Earth. SSC MTS 02/11/2021(Evening) ,"['(a) Lone Cypress ', '(b) Redwood tree ', '(c) Tree of Life ', '(d) Bristlecone pines ']",(d) Bristlecone pines ,"Sol.457.(d) Bristlecone pines. It contains three species of pine trees (family Pinaceae, genus Pinus, subsection Balfourianae)."
 Q.458. Coringa is a beautiful ____ forest where the Godavari joins the backwaters of Bay of Bengal. SSC CHSL 12/8/2021(Morning) ,"['(a) evergreen ', '(b) coniferous ', '(c) mangrove ', '(d) deciduous ']",(c) mangrove ,"Sol.458.(c) Mangrove. Coringa Wildlife Sanctuary is an estuary situated near Kakinada in Andhra Pradesh, India. Q.459 . Which of the following trees will you find in the Littoral forests? SSC CHSL 19/10/2020(Afternoon) (a) Chinar (b) Ebony (c) Sundari (d) Cypress Sol.459.(c) Sundari tree is found in Sunderbans delta in West Bengal in Mangrove forest (Littoral forests). Climate"
 Q.460. Which of the following cities in India faces monsoon rain first? SSC CHSL Tier II 10/01/2024 ,"['(a) Bhubaneswar ', '(b) Kolkata ', '(c) Thiruvananthapuram ', '(d) Chennai ']",(c) Thiruvananthapuram ,"Sol.460.(c) Thiruvanantpuram. The South west monsoon originates over the Indian ocean and travels toward the mainland of India. Due to the peculiar shape of t he Indian Peninsula, southwest monsoon winds Bifurcated into two branches: The Arabean sea branch and Bay of Bengal branch. Kerala i s the first state to receive Rainfall by monsoon. At the end of September, North-East Monsoon (retreating monsoon) brings rainfall at the eastern coastal area (Coromandel Cost) along with Andhra Pradesh and Tamil Nadu."
 Q.461. Mawsynram receives the highest average annual rainfall in the world because the Monsoon Winds of the Bay of Bengal strike the _____________ hill. SSC CHSL Tier II 02/11/2023 ,"['(a) Western Ghats ', '(b) Khasi ', '(c) Aravalli ', '(d) Chota Nagpur Plateau ']",(b) Khasi ,"Sol.461.(b) khasi hills (meghalaya) . The Meghalaya plateau is further subdivided into three: The Garo Hills; The Khasi Hills; The Jaintia Hills, named after the tribal groups inhabiting this region. This area receives maximum rainfall from the south west monsoon. Cherrapunji and Mawsynram in the Khasi Hills of Meghalaya receive rainfall over 1,080 cm in a year, Jaisalmer in Rajasthan gets about 9 cm of rainfall during the same period."
 Q.462. Which of the following statements is correct regarding the climate of the Indian subcontinent? A. The climate of North India remains similar throughout the year B. The Himalayas protect the subcontinent from extremely cold winds from central Asia. SSC CPO 03/10/2023 (Morning) ,"['(a) Only Statement A is correct ', '(b) Both Statements A and B incorrect ', '(c) Only Statement B is correct ', '(d) Both Statements A and B correct S ol.462.(c) South Asia experiences two monsoons, Southwest monsoon (summer monsoon) during June to September and the Northeast Monsoon (winter monsoon) during October to December. The Indian subcontinent receives most of its rainfall from the Southwest monsoon. Continentality - It refers to a climatic effect that emerges because of the different range of temperature that exists at places lying in the interior of the continent. Continental climates are common between 40° and 70° north latitude.']",,
 Q.463. What is Kalbaisakhi? SSC CPO 03/10/2023 (Morning) ,"['(a) Snowfall and hail ', '(b) Heatwaves and loo ', '(c) Pre monsoon showers and thunderstorms ', '(d) Cold waves and rains ']",(c) Pre monsoon showers and thunderstorms ,"Sol.463.(c) Kaal Baisakhi (Norwester) - Dreaded evening thunderstorms in Bengal and Assam. It is also known as Bardoli cheerha in Assam. Other famous Local Storms of Hot Weather Season : Mango Shower - Pre-monsoon showers are common especially in Kerala and Karnataka. They help in the early ripening of mangoes, and are often referred to as ‘mango showers’. Blossom Shower - With this shower, coffee flowers blossom in Kerala. Loo : These are strong, gusty, hot, dry winds blowing during the day over the north and northwestern India."
 Q.464. How many controls are there globally that influence the climate of a particular zone? SSC CPO 03/10/2023 (Morning) ,"['(a) 6 ', '(b) 8 ', '(c) 5 ', '(d) 3 ']",(a) 6 ,"Sol.464.(a) 6. There are six major controls of t he climate of a ny place. T hey are: latitude, altitude, pressure and wind system, distance from the sea (continentality), ocean currents and relief features. Climate is the long-term average weather conditions in a place. Weather refers to the state of the atmosphere over an area at any point of time."
" Q.465. When was the Indian Meteorological Department,Which collects data on temperature, rainfall, wind, etc., a nd makes weather forecasts, established by the Government of India? SSC CPO 03/10/2023 (Afternoon) ","['(a) 1873 ', '(b) 1879 ', '(c) 1876 ', '(d) 1875 ']",(d) 1875 ,"Sol.465.(d) 1875. Indian Meteorological Department - An agency of the Ministry of Earth Sciences of the Government of India. It is the principal agency responsible for meteorological observations, weather forecasting and seismology. Formed - 15 January 1875. Headquarters - New Delhi. Regional offices - Chennai, Mumbai, Kolkata, Nagpur, Guwahati and New Delhi."
 Q.466. Choose the INCORRECT statement related to monsoon. SSC CPO 03/10/2023 (Evening) ,"['(a) The intensity and position of the high-pressure area, east of Madagascar, affects the Indian Monsoon ', '(b) The Southwest Monsoon winds blow over the warm oceans, gather moisture and bring widespread rainfall over the mainland of India. ', '(c) The difference in pressure over Tahiti (Pacific Ocean), and Darwin in northern Australia (Indian Ocean) is computed to predict the intensity of the monsoons. ', '(d) The western cyclonic disturbances occur due to withdrawal or the retreat of the monsoon ']",(d) The western cyclonic disturbances occur due to withdrawal or the retreat of the monsoon ,"Sol.466.(d) Western Cyclonic Disturbances are weather phenomena of the winter months brought in by the westerly flow from the Mediterranean region. They usually influence the weather of the north and north-western regions of India. It originates over the Mediterranean: The region which includes the Mediterranean Sea and seven Member States, either partially (France, Portugal, Italy, Spain) or completely (Greece, Malta, Cyprus)."
 Q.467. Which of the following statements is NOT true for Indian monsoons ? SSC CPO 04/10/2023 (Morning) ,"['(a) Monsoonal rainfall is the lifeline of Indian agriculture ', '(b) Monsoonal rainfall is not affected by the relief features of the country ', '(c) Himalayas play an important role in monsoonal rainfall ', '(d) Monsoonal rainfall is affected by jet streams ']",(b) Monsoonal rainfall is not affected by the relief features of the country ,"Sol.467.(b) The climate of India is described as Monsoon type. Monsoon i s taken from the Arabic word ‘mausim’, which means seasons. Due to India’s location in the tropical region, most of the rain is brought by monsoon winds. Southwest Monsoon (June to September) Season is marked by the onset and advance of monsoon and the months of October and November are known for retreating monsoons."
 Q.468. Which winds blow across the Asian continent at latitudes north of the Himalayas roughly parallel to the Tibetan highlands ? SSC CPO 04/10/2023 (Morning) ,"['(a) Trade winds ', '(b) Jet streams ', '(c) Southwest winds ', '(d) Northwest winds ']",(b) Jet streams ,"Sol.468.(b) Jet streams - A narrow belt of high altitude (above 12,000 m) westerly winds in the Troposphere. Their speed varies from about 110 km/h in summer to about 1 84 km/h in winter. The polar jet is located between the 50°-60° latitude lines in both the northern and southern hemispheres. The subtropical jet is located around the 30° latitude line."
" Q.469. What type of climate is found in North Western Europe, West Coast of North America, North of California, Southern Chile, South-eastern Australia and New Zealand? SSC CPO 04/10/2023 (Afternoon) ","['(a) Tropical wet and dry climate ', '(b) Cold snow forest climate ', '(c) Marine west coast climate ', '(d) Subtropical steppe climate ']",(c) Marine west coast climate ,"Sol.469.(c) Marine west coast climate - Under the Koppen Climate Classification, it comes under Warm Temperate (Mid-Latitude) Climates (Group C) and is represented by ‘ C fb’. Characteristics: Mild temperatures with moderate rainfall throughout the year, longer and cooler winter."
 Q.470. Choose the INCORRECT statement out of the following. SSC CPO 04/10/2023 (Evening) ,"['(a) There is an increase in rainfall generally from east to west in the Northern Plains. ', '(b) Most parts of the country receive rainfall from June to September. ', '(c) The annual precipitation in Meghalaya is over 400 cm. ', '(d) Some parts like the Tamil Nadu’s coast gets a large portion of its rains during October and November. ']",(a) There is an increase in rainfall generally from east to west in the Northern Plains. ,Sol.470.(a) Rainfall decreases from the east to the west in Northern India because there is a decrease in the moisture content of the winds. The monsoon approaches the Indian landmass in two branches: The Arabian Sea branch (The monsoon winds originating over the Arabian Sea) and the Bay of Bengal branch.
" Q.471. In which type of rainfall, winds move out from a high-pressure area with wind direction clockwise in the northern hemisphere, and anti-clockwise in the southern hemisphere ? SSC CPO 05/10/2023 (Morning) ","['(a) Cyclones ', '(b) Convection ', '(c) Anticyclone ', '(d) Orography ']",(c) Anticyclone ,"Sol.471.(c) Anticyclone - It is the center of high pressure, surrounded by closed isobars. Due to Coriolis force, blowing winds are deflected from their paths to the right in the Northern hemisphere (Clockwise) and left in the Southern hemisphere (Anti clockwise). Cyclones that develop in the mid and high latitudes, beyond the tropical regions, are referred to as middle latitude or extratropical cyclones."
 Q.472. Which of the following places experiences extreme cold in winter and pleasant weather in summer? SSC CPO 05/10/2023 (Afternoon) ,"['(a) Amritsar ', '(b) Leh ', '(c) Chennai ', '(d) New Delhi ']",(b) Leh ,Sol.472.(b) Leh. It is a cold desert because it is located at a high altitude. Weather in different parts of India : New Delhi - Extreme climate that is very hot in summer (25 ° - 45 °C) and cold ( 22 °C - 5 °C) in winter. Amritsar - Mild and moderate climate. The temperature in summer is 35° - 45°C and in winter it is 7 ° -15 °C. Chennai - Average temperature in Winter 24° - 25° C.
" Q.473. According to the Koppen classification, Which regions experience cold humid winters with short summers? SSC CPO 05/10/2023 (Evening) ","['(a) South of Goa ', '(b) Western Rajasthan ', '(c) Arunachal Pradesh ', '(d) Northern Madhya Pradesh ']",(c) Arunachal Pradesh ,"Sol.473.(c) Arunachal P radesh. Koeppen identified a close relationship between the distribution of vegetation and climate. He recognised five major climatic groups, four of them are based on temperature and one on precipitation. The capital letters : A, C, D, and E delineate humid climates and B dry climates. The small letters a, b, c, and d a re used to indicate the degree of temperature severity. The dry seasons are indicated by the letters f, m , w, and s, where f indicates no dry season, m - monsoon climate, w - winter dry season, and s - Summer dry season."
 Q.474. Which of the following locations experiences the lowest amount of r ainfall during the monsoon season ? SSC MTS 01/09/2023 (3rd Shift) ,"['(a) Kerala ', '(b) Assam ', '(c) Leh ', '(d) Meghalaya ']",(c) Leh ,"Sol.474.(c) Leh is located in the rain shadow region of the Himalayas, which means that the mountains block the monsoon winds from reaching this region. India mainly receives Monsoon rainfall between June and September. The average annual rainfall in India - about 125 cm. Mawsynram (Meghalaya) in the Khasi hills receives the highest rainfall in a year. Lowest rainfall - Jaisalmer (Rajasthan)."
 Q.475. In which o f t he following states of India the 'Loo' wind does NOT blow during the summer season? SSC MTS 01/09/2023 (3rd Shift) ,"['(a) Punjab ', '(b) Rajasthan ', '(c) Goa ', '(d) Haryana ']",(c) Goa ,"Sol.475.(c) Goa. Loo - These are hot and dry winds, which blow very strongly over the northern plains of India and Pakistan in the months of May and June. Their direction is usually from west to east. Their temperature varies from 45°C to 50°C. Hot and dry winds in other regions and their names : Western North America - Chinook, parts of the Mediterranean area - Sirocco, northern slopes of the Alps - Foehn."
 Q.476. What is the usual term used to describe the climate of India? SSC MTS 04/09/2023 (3rd Shift) ,"['(a) Polar climate ', '(b) Tropical monsoon ', '(c) Desert climate ', '(d) Arid climate ']",(b) Tropical monsoon ,"Sol.476.(b) Tropical monsoon . A monsoon is a seasonal change in the direction of the prevailing, or strongest, winds of a region. It always blows from cold to warm regions. The Indian Meteorological Department (IMD) designates four official seasons: Winter (December to early April); Summer or pre-monsoon (April to June); Monsoon o r rainy (June to September) and Post-monsoon (October to December)."
 Q.477. What is 'Mahawat' in India? SSC MTS 06/09/2023 (2nd Shift) ,"['(a) Cold waves during the winter season ', '(b) Cloud burst during the monsoon season ', '(c) Cyclonic rainfall during the winter season ', '(d) Hot and dry winds during the summer season ']",(c) Cyclonic rainfall during the winter season ,"Sol.477.(c) Mahawat is the total amount of rainfall in the cold weather season, that is the winter season which i s caused by the western cyclonic disturbances in the north and north -western part of India."
" Q.478. According to the Koppen classification, which letter code represents a tropical climate with dry winter seasons found in large parts of peninsular India south of the Tropic of Cancer? SSC CHSL 03/08/2023 (3rd shift) ","['(a) BWk ', '(b) Aw ', '(c) CWh ', '(d) Dw ']",(b) Aw ,"Sol.478.(b) Aw. Koppen Classification: It was developed by Wladimir Peter Koeppen in 1884. The five main groups are A (tropical), B (dry climates), C (warm temperate), D (continental), and E ( polar). The seasons of dryness are indicated by the small letters: f (no dry season), m (monsoon climate), w (winter dry season) and s (summer dry season). Climatic Regions of India: Amw, As, Aw, BShw, BWhw, Cwg, Dfc, Et, E."
 Q.479. T he target for the first commitment period of the Kyoto Protocol is to reduce emissions of greenhouse gasses by 5.2% from 1990 levels? SSC CHSL 04/08/2023 (4th shift) ,"['(a) 6 ', '(b) 10 ', '(c) 8 ', '(d) 7 ']",(a) 6 ,"Sol.479.(a) 6. Kyoto Protocol: It was adopted on 11 December 1997 and entered into force on 16 February 2005. It was adopted in Kyoto, Japan. It was the result of the Rio-1992 and the United Nations Framework Convention on Climate Change (UNFCCC). Kyoto Protocol cover emissions of t he six main greenhouse gases (Carbon dioxide (CO ), 2 methane (CH ), nitrous oxide (N O), 4 2 hydrofluorocarbons (HFCs), perfluorocarbons (PFCs), and sulfur hexafluoride (SF )) 6"
 Q.480. Which of t he following is NOT one of the factors that has contributed towards localisation of the cotton textile industry in India? SSC CHSL 07/08/2023 (2nd shift) ,"['(a) Dry climate ', '(b) Accessible port facilities ', '(c) Availability of labor ', '(d) Availability of raw cotton ']",(a) Dry climate ,"Sol.480.(a) Dry Climate. Black soil is best suited for the cultivation of the cotton. Other factors of t he cotton textile industry: Market, Climate, Power Resources. The first m odern cotton mill in India was started in 1854 (Bombay). Mumbai is the cottonopolis of India. Ahmedabad (Gujarat) is called 'Manchester of India'."
" Q.481. In the context of m apping c limate data, what term refers to a line drawn through all points on a map that contain the same amount of cloud? SSC CHSL 10/08/2023 (2nd shift) ","['(a) Isohels ', '(b) Isocheim ', '(c) Isonephs ', '(d) Isochalaz ']",(c) Isonephs ,Sol.481.(c) Isonephs. Isocheim - A line on a map connecting points having the same average temperature in winter. Isohel - A line on a map connecting points having the same duration of sunshine. Isochalaz - A line of constant frequency of hail storms.
 Q.482. What is the phenomenon called when rain fails to occur for one or more weeks during the south-west monsoon period ? SSC CHSL 14/08/2023 (2nd shift) ,"['(a) Withdrawal of the monsoon ', '(b) Break in the monsoon ', '(c) El Nino ', '(d) Monsoon depression ']",(b) Break in the monsoon ,"Sol.482.(b) Break in the monsoon. The southwest monsoon season - Rainfall received from the southwest monsoons is seasonal in character, which occurs between June and September. The North-East Monsoons (retreating monsoon) - The months of October and November. This monsoon is limited to south India, bringing rain to Tamil Nadu, Puducherry, Karaikal, Yanam, Andhra Pradesh, Kerala, Mahe."
" Q.483. According to Koeppen's Scheme, which type of c limate is denoted by 'Cwg' in India? SSC CGL 18/07/2023 (2nd shift) ","['(a) Monsoon with dry winter ', '(b) Semi-arid steppe climate ', '(c) Polar type ', '(d) Monsoon with dry summer ']",(a) Monsoon with dry winter ,"Sol.483.(a) Monsoon with dry winter - It is mostly found in the Ganga Plain, eastern Rajasthan, Assam, and the Malwa Plateau. Amw (Monsoon type with a short dry winter season): This climate is found in the western coastal region, south of Mumbai. List of c limatic groups and their characteristics according to Koeppen: A - Tropical, B - Dry Climates, C - Warm Temperate, D - Cold Snow Forest Climates, E - Cold Climates, H - Highland."
 Q.484. Which of the following is incorrectly matched? SSC CGL 18/07/2023 (4th shift) ,"['(a) Montane climate - Uttar Pradesh, Bihar and Jharkhand ', '(b) Tropical monsoon climate - The Western Ghats, the Malabar Coast And Southern Assam ', '(c) Tropical semi-arid (steppe) climate - Karnataka, central Maharashtra, some parts of Tamil Nadu and Andhra Pradesh ', '(d) Hot desserts, arid climate - rajasthan and some parts of Gujarat ']","(a) Montane climate - Uttar Pradesh, Bihar and Jharkhand ","Sol.484.(a) Montane climate - Found in Assam, Nagaland, Mizoram, Meghalaya, Manipur, Arunachal Pradesh, Higher hills of Tamil Nadu. Q.485 . Where does the Bay of Bengal Monsoon Branch and Arabian Sea Branch merge? SSC CGL 20/07/2023 (2nd shift) (a) Southern Part of Peninsular (b) Coromandel Coast (c) North Western Part of Ganga Plains (d) North of Deccan Plateau Sol.485.(c) North Western Part o f Ganga Plains (The Punjab and adjoining Himalayas) . South West Monsoon Season - June to mid September. It is also known as a hot-wet season . Tamil Nadu, the rain shadow area of the western ghats, receives a small amount of its annual rainfall from the southwest monsoon. North-East Monsoon : (October to December) Coromandel and Rayalaseema receive the majority of t heir rainfall."
 Q.486. The centre of a cyclone is a calm area. It is called the_______of the storm. SSC CGL 24/07/2023( 4th shift) ,"['(a) base ', '(b) focal point ', '(c) eye ', '(d) trigger point ']",(c) eye ,"Sol.486.(c) Eye. The eye of a storm is usually circular and typically 25-40 miles in diameter. It is surrounded by an eyewall, where the most severe weather of a cyclone occurs."
 Q.487. In how many agro-climatic zones has Tamil Nadu been classified? SSC CGL 25/07/2023( 3rd shift) ,"['(a) 3 ', '(b) 9 ', '(c) 7 ', '(d) 5 ']",(c) 7 ,"Sol.487.(c) 7 ( North Eastern zone, North Western zone, Western zone, Cauvery delta zone, Southern zone, High rainfall zone, Hill and high altitude zone). India has 15 main agro-climatic regions as Western Himalayan, Lower Gangetic Plain, Eastern Plateau and hill. The Climate of TamilNadu is generally tropical and features hot temperatures over the year except during the monsoon seasons."
" Q.488. According to the traditional Indian seasons, which of the following seasons falls in the months of November - December? SSC CGL 25/07/2023( 4th shift) ","['(a) Autumn ', '(b) Shishir ', '(c) Pre-Winter ', '(d) spring ']",(c) Pre-Winter ,"Sol.488.(c) Pre-Winter. S easons Name in India:- Spring: March - April (Chaitra - Vaishakh), Summer: May - June (Jyestha - Ashadha), Monsoon: July - August (Shravan - Bhadrapada), Autumn: September - October (Asvina - Kritika), Pre-Winter: November - December (Agrahayana - Paush), Winter: December - February (Magh - Falgun)."
 Q.489. Select the correct statement from the given options. SSC CGL 26/07/2023 (4th shift) ,"['(a) There is very little temperature difference between day and night in the coastal areas of Kerala. ', '(b) There is very little temperature difference between day and night In Rajasthan. ', '(c) There is extreme cold in southern India during winter season ', '(d) There is plenty of rain observed in central India throughout the year. ']",(a) There is very little temperature difference between day and night in the coastal areas of Kerala. ,"Sol.489.(a) The coastal areas experience a phenomenon known as the maritime effect or coastal effect, which is responsible for the minimal temperature difference between day and night. Factors contributing to this phenomenon - Water's High Specific Heat (means it can absorb and store large amounts of heat energy without a significant increase in temperature), Moderating Influence of the Ocean, Sea Breezes, Land's Lower Heat Capacity."
 Q.490. What would happen if the difference in pressure in Tahiti was negative? SSC CGL 27/07/2023 (3rd shift) ,"['(a) Above average late monsoon ', '(b) Drought ', '(c) Below average and late monsoon ', '(d) Above average and early monsoon ']",(c) Below average and late monsoon ,"Sol.490.(c) The difference in pressure over Tahiti (Pacific Ocean) and Darwin in Northern Australia (Indian Ocean) is computed to predict the intensity of the monsoons. Factors Affecting Monsoon - The shift of the position of Inter Tropical Convergence Zone (ITCZ); The presence of the high-pressure area, east of Madagascar; Heating of The Tibetan plateau in summers; The movement of the jet streams; Southern O scillation (SO) - Change of pressure between south Pacific Ocean and eastern Indian Ocean."
" Q.491. What type of climate occurs along the west coast of continents in subtropical latitudes between 30°-40° latitudes, covering Central California, Central Chile along the coast in South East and South Western Australia? Matric Level 28/06/2023 (Shift - 4) ","['(a) Subtropical steppe climate ', '(b) Humid subtropical climate ', '(c) Mediterranean climate ', '(d) Marine west coast climate ']",(c) Mediterranean climate ,"Sol.491.(c) Mediterranean climate. Types of Climates: Tropical ( India, Brazil) - It is a hot and humid zone, where the average temperatures are greater than 64°F (18°C) year-round and more than 59 inches of precipitation each year. Dry (West Africa, The Andes) - These climate zones are so dry because moisture is rapidly evaporating from the air and there is very little precipitation. Temperate (Middle East, Canada) - In this zone, there are typically warm and humid summers with thunderstorms and mild winters. Continental (China, Iran) - These regions have warm to cool summers and very cold winters. Polar (Denmark, Norway, Finland) - In this zone, it’s extremely cold. Even in summer, the temperatures here never go higher than 50°F (10°C)."
 Q.492. What is the average temperature usually in the hills of the western ghats? Matric Level 30/06/2023 (Shift - 3) ,"['(a) Above 35°C ', '(b) Below 15°C ', '(c) Below 25°C ', '(d) Above 25°C ']",(c) Below 25°C ,"Sol.492.(c) Below 25°C. Western Ghats - These are also known as the Sahyadri Hills. It covers six states - Gujarat, Maharashtra, Goa, Karnataka, Tamil Nadu, and Kerala. It is designated as a UNESCO World Heritage Site (2012). Endangered Species to Western Ghats: Lion tailed-macaque, Nilgiri tahr, Nilgiri langur. Passes in Western Ghats: Thal Ghat Pass (Kasara Ghat), Bhor Ghat Pass, Palakkad Gap (Pal Ghat), Amba Ghat Pass, Naneghat Pass, Amboli Ghat Pass."
" Q.493. Which winds are also known by the name of 'Roaring Forties'? SSC MTS 11/07/2022 (Evening) ( a) Polar easterlies (b) westerly winds (c) Polar winds (d) Trade winds Sol.493.(b) Westerly Wind . The polar easterlies are one of the five primary wind zones, known as wind belts, that make up our atmosphere's circulatory system. Polar winds begin near the North and South Poles. The trade winds are air currents closer to Earth's surface that blow from east to west near the equator.","['', '', '', '']",,
 Q.494. W hich among the following wind is associated with extreme cold and dryness? SSC MTS 03/05/2023 (Evening) ,"['(a) Monsoon Winds ', '(b) Westerlies ', '(c) Trade Winds ', '(d) Polar Easterlies ']",(d) Polar Easterlies ,"Sol.494.(d) Polar Easterlies . They emanate from the polar highs, areas of high pressure around the North and South Poles. They flow to low-pressure areas in sub-polar regions. Easterlies (blow from the east) - It is the name of the permanent winds that come from the direction of t heir origin. Monsoon Winds - They are caused when the air over land gets heated and rises, causing winds to blow from the ocean toward land. Westerlies - Prevailing winds from the west toward the east in the middle latitudes. Trade Winds - The permanent east-to-west prevailing winds that flow i n the Earth's equatorial region."
 Q.495. ENSO is the phenomenon related to pressure conditions. What is the full form of ENSO ? SSC MTS 12/05/2023 (Afternoon) ,"['(a) El Nina Southern Occasions ', '(b) El Nino Southern Oscillation ', '(c) El Nino South Occasion ', '(d) El Nina South Oscillations ']",(b) El Nino Southern Oscillation ,"Sol.495.(b) ENSO is an irregular periodic variation in winds and sea surface temperatures over the tropical eastern Pacific Ocean, affecting the climate of much of the tropics and subtropics."
 Q.496. Seasonal reversal in the wind direction during a year refers to . SSC MTS 17/05/2023 (Afternoon) ,"['(a) Monsoon ', '(b) Emission ', '(c) Breeze ', '(d) Climate ']",(a) Monsoon ,Sol.496.(a) Monsoon is derived from the Arabic word ‘mawsim’ which means season. It travels from the sea to the land in summers and from land to the sea during winters. Branches of monsoon: Arabian Sea branch (South - west Monsoon) - Monsoon winds originate over the Arabian Sea. Bay of B engal branch - originate over the bay of bengal. Climate - Long-term pattern of weather in a particular area. Breeze - Wind that blows from high to low -pressure zones.
" Q.497. The weather pattern formed on the basis of weather data collected for a place over a long period of time, say 25 years, is called ____________ of that place. SSC MTS 14/06/2023 (Afternoon) ","['(a) Ecology ', '(b) climate ', '(c) Landforms ', '(d) environment ']",(b) climate ,"Sol.497.(b) Climate. It is determined by factors such as the latitude, altitude, and proximity to the ocean. Environment is the surroundings of an organism or population, including the physical factors and the living things with which it interacts."
 Q.498. The summer months experience __________ in the northern part of India. SSC MTS 15/06/2023 (Evening) ,"['(a) rising air pressure ', '(b) falling air pressure ', '(c) decreasing temperature ', '(d) heavy rain ']",(b) falling air pressure ,Sol.498.(b) Falling air pressure. An elongated low-pressure area develops in the region extending from the Thar Desert in the northwest to Patna and Chotanagpur plateau in the east and southeast towards the end of May. Circulation of air begins to set in around this trough. InterTropical Convergence Zone (ITCZ) - Low pressure region around which the southeast trade winds and the northeast trade winds converge.
" Q.499. The day to day condition of the atmosphere at a place with respect to the temperature, humidity, r ainfall, wind speed etc. is called _______ at that place. SSC MTS 16/06/2023 (Evening) ","['(a) climate ', '(b) weather ', '(c) environment ', '(d) ecology ']",(b) weather ,"Sol.499.(b) Weather. Climate - It is the long-term average of w eather conditions, including temperature, humidity, precipitation, wind patterns, and other atmospheric elements, in a particular region over an extended period, typically 30 years or more. Q.500 . Which of the following pressure belts is known as the horse latitude? SSC CHSL 13/03/2023 (2nd Shift) (a) Equatorial Low Pressure (b) Sub - Polar Low Pressure (c) High Pressure (d) Sub - Tropical High Pressure Sol.500.(d) Subtropical high pressure belts (Horse latitude) extend 30° N and 30° S. It is formed because the warm air rising from the equator moves towards the t ropics in both hemispheres. Equatorial Low - Pressure belt extends from 0 to 5° North and South. Subpolar low pressure belt extends around latitudes 60° to 70° North and South. High Pressure belts are located at 70°- 90° North and South latitudes. There are majorly seven Pressure Belts on the surface of Earth i.e., the Equatorial Low, two Subtropical Highs, two Subpolar Lows, and two Polar Highs."
" Q.501. When the grains of sand are very fine and light , t he wind can c arry it over a very long distance . When such sand is deposited in large areas, it is called_____. SSC CHSL 13/03/2023 (2nd Shift) ","['(a) loess ', '(b) moraines ', '(c) mushroom ', '(d) stacks ']",(a) loess ,"Sol.501.(a) Loess. It is a clastic, predominantly silt-sized sediment that is formed by the accumulation of wind -blown dust."
" Q.502. Following statements are made regarding global warming. A. Global warming is the long-term heating of Earth's surface observed since the pre- industrial period due to human activities, primarily fossil fuel burning, which increases heat-trapping greenhouse gas levels in Earth's atmosphere. B. Global warming causes climate change, which poses a serious threat to life on Earth in the forms of widespread flooding and extreme weather. Which of these statements are correct? SSC CGL Tier II 06/03/2023 ","['(a) Only B ', '(b) Only A ', '(c) Both A & B ', '(d) Both A & B are incorrect ']",(c) Both A & B ,"Sol.502.(c) Both A & B. Global warming : Gradual increase in the earth’s temperature generally due to the greenhouse effect caused by increased levels of Carbon dioxide (CO ), Methane 2 (CH ), Nitrous oxide (N O). Industrial 4 2 gases : Hydrofluorocarbons (HFCs), Perfluorocarbons (PFCs), Sulfur hexafluoride (SF ), Nitrogen trifluoride 6 (NF ). 3"
" Q.503. Consider the following statements about the main reasons for the excessive cold in north India during the cold weather season and identify which of the statements are correct. 1. States like Punjab, Haryana and Rajasthan, being far away from the moderating influence of sea, experience continental climate. 2. The snowfall in the nearby Himalayan ranges creates a cold wave situation. 3. Around February, the cold winds coming from the Caspian Sea and Turkmenistan bring a cold wave along with frost and fog over the northwestern parts of India. SSC CGL Tier II 07/03/2023 ","['(a) 1 and 2 only ', '(b) 2 and 3 only ', '(c) 1, 2 and 3 ', '(d) 1 and 3 only ']","(c) 1, 2 and 3 ","Sol.503.(c) 1, 2 and 3. Coastal areas have moderate temperatures because the land absorbs a nd radiates heat much faster than sea. So, during the day cool air from the sea rushes towards the land and during the night cool air from the land rushes towards the sea."
 Q.504. Low annual range of t emperature and high annual rainfall are characteristics of a _________. SSC CGL 07/12/2022 (3rd Shift) ,"['(a) Mediterranean climate ', '(b) temperate climate ', '(c) tropical humid climate ', '(d) cold climate ']",(c) tropical humid climate ,"Sol.504.(c) Tropical Humid Climate: L ow range of temperature, Rainfall exceeds evapotranspiration for at least 270 days in a year, between Tropic of Cancer and Capricorn. Mediterranean climate (hot dry summers and humid, cool winters), Temperate climates (moderate rainfall, mild to warm summers, and cold winters), Cold climate (the mean temperature of the warmest month is below 10°C)."
" Q.505. Around the time of its arrival, the normal rainfall increases suddenly and continues constantly for several days. This is known as the ______ of the monsoon, and can b e distinguished from the pre-monsoon showers. SSC CPO 09/11/2022 (Morning) ","['(a) opening ', '(b) burst ', '(c) thrust ', '(d) Retreating monsoon ']",(b) burst ,"Sol.505.(b) Burst. It is a sudden change from hot and dry to humid and humid weather, characterized by rainfall. The burst of monsoon is first observed over the Western Ghats of Kerala, the coastal state of India, thus making the region the first state in India to receive rainfall from the south-west monsoon."
